Airline,Origin_Dest,Plane_Type_Text,Passengers,Airport 1,Airport 2
DL,DTW_SAN,Airbus Industrie A321/Lr,144735.0,DTW,SAN
AM,GDL_ORD,Boeing 737-800,144657.0,GDL,ORD
KE,ATL_ICN,Boeing B747-8,144627.0,ATL,ICN
UA,MEX_ORD,Airbus Industrie A320-100/200,144603.0,MEX,ORD
KE,GUM_ICN,Boeing 777-300/300ER/333ER,144569.0,GUM,ICN
WN,GEG_LAS,Boeing 737-700/700LR/Max 7,144563.0,GEG,LAS
WN,ELP_LAS,Boeing 737-700/700LR/Max 7,144504.0,ELP,LAS
AA,CUN_ORD,Boeing 737-800,144416.0,CUN,ORD
DL,DTW_LAS,Airbus Industrie A321/Lr,144187.0,DTW,LAS
UA,SFO_SYD,B787-900 Dreamliner,144187.0,SFO,SYD
KE,ICN_SEA,Boeing 777-300/300ER/333ER,144133.0,ICN,SEA
DL,ATL_PIT,McDonnell Douglas MD-90,144119.0,ATL,PIT
UA,IAH_MEX,Airbus Industrie A320-100/200,144062.0,IAH,MEX
B6,MCO_PVD,Airbus Industrie A320-100/200,144060.0,MCO,PVD
09Q,HAV_MIA,Boeing 737-400,143954.0,HAV,MIA
WS,LAS_YVR,Boeing 737-800,143945.0,LAS,YVR
WN,ATL_HOU,Boeing 737-800,143940.0,ATL,HOU
UA,EWR_MEX,Boeing 737-700/700LR/Max 7,143832.0,EWR,MEX
QX,BLI_SEA,De Havilland DHC8-400 Dash-8,143795.0,BLI,SEA
QX,PDX_SEA,Embraer ERJ-175,143775.0,PDX,SEA
F9,CLE_LAS,Airbus Industrie A321/Lr,143728.0,CLE,LAS
UA,ORD_RSW,Boeing 737-900ER,143718.0,ORD,RSW
B6,AUA_JFK,Airbus Industrie A321/Lr,143673.0,AUA,JFK
HA,HNL_PHX,Boeing 767-300/300ER,143642.0,HNL,PHX
UA,LAX_PVG,B787-900 Dreamliner,143598.0,LAX,PVG
DL,LGA_TPA,Boeing 717-200,143440.0,LGA,TPA
OZ,HNL_ICN,Boeing 777-200ER/200LR/233LR,143371.0,HNL,ICN
WN,MDW_PHL,Boeing 737-800,143273.0,MDW,PHL
NK,DFW_FLL,Airbus Industrie A321/Lr,143272.0,DFW,FLL
NH,NRT_ORD,Boeing 777-300/300ER/333ER,143220.0,NRT,ORD
B6,JFK_POS,Airbus Industrie A320-100/200,143196.0,JFK,POS
OO,SJC_SNA,Embraer ERJ-175,143169.0,SJC,SNA
9E,DCA_JFK,Canadair CRJ 900,143163.0,DCA,JFK
UA,IAH_SEA,Boeing 737-800,143091.0,IAH,SEA
UA,BRU_EWR,Boeing 777-200ER/200LR/233LR,143037.0,BRU,EWR
AS,LAS_SFO,Airbus Industrie A320-100/200,142986.0,LAS,SFO
WN,BOI_OAK,Boeing 737-700/700LR/Max 7,142965.0,BOI,OAK
AA,ORD_SLC,Boeing 737-800,142864.0,ORD,SLC
AA,CLT_JAX,Airbus Industrie A320-100/200,142810.0,CLT,JAX
AA,CLT_FLL,Airbus Industrie A320-100/200,142809.0,CLT,FLL
WN,BNA_BOS,Boeing 737-700/700LR/Max 7,142728.0,BNA,BOS
BA,EWR_LHR,B787-900 Dreamliner,142706.0,EWR,LHR
NK,DEN_FLL,Airbus Industrie A321/Lr,142687.0,DEN,FLL
SY,MSP_PHX,Boeing 737-800,142674.0,MSP,PHX
AS,JNU_SEA,Boeing 737-900ER,142648.0,JNU,SEA
SE,CDG_JFK,Airbus Industrie A340,142643.0,CDG,JFK
AS,LAS_PDX,Boeing 737-900ER,142570.0,LAS,PDX
RJ,AMM_ORD,B787-800 Dreamliner,142532.0,AMM,ORD
SK,CPH_SFO,Airbus Industrie A340-200,142531.0,CPH,SFO
SY,MSP_RSW,Boeing 737-800,142494.0,MSP,RSW
WN,FLL_MSY,Boeing 737-700/700LR/Max 7,142492.0,FLL,MSY
VS,JFK_MAN,Boeing 747-400,142432.0,JFK,MAN
YX,ATL_LGA,Embraer ERJ-175,142394.0,ATL,LGA
UA,IAD_SAN,Boeing 737-900ER,142371.0,IAD,SAN
B6,DEN_JFK,Airbus Industrie A321/Lr,142259.0,DEN,JFK
DL,BOS_SFO,Boeing 757-200,142213.0,BOS,SFO
AA,MIA_PHL,Airbus Industrie A321/Lr,142190.0,MIA,PHL
CA,IAD_PEK,Boeing 777-300/300ER/333ER,142160.0,IAD,PEK
WN,BNA_PHL,Boeing 737-700/700LR/Max 7,142158.0,BNA,PHL
DL,ATL_MSN,McDonnell Douglas DC9 Super 80/MD81/82/83/88,142155.0,ATL,MSN
BA,LGW_TPA,Boeing 777-200ER/200LR/233LR,142111.0,LGW,TPA
F9,PHL_SJU,Airbus Industrie A321/Lr,142104.0,PHL,SJU
WN,BHM_MCO,Boeing 737-700/700LR/Max 7,142016.0,BHM,MCO
AA,OAK_PHX,Airbus Industrie A319,141695.0,OAK,PHX
WN,STL_TPA,Boeing 737-700/700LR/Max 7,141679.0,STL,TPA
DL,LAX_RDU,Boeing 737-800,141600.0,LAX,RDU
WN,MKE_STL,Boeing 737-700/700LR/Max 7,141598.0,MKE,STL
WN,BNA_MKE,Boeing 737-700/700LR/Max 7,141497.0,BNA,MKE
JL,JFK_NRT,Boeing 777-200ER/200LR/233LR,141490.0,JFK,NRT
WN,RNO_SAN,Boeing 737-700/700LR/Max 7,141476.0,RNO,SAN
WN,LGA_TPA,Boeing 737-700/700LR/Max 7,141410.0,LGA,TPA
O6,GRU_MIA,Airbus Industrie A330-200,141338.0,GRU,MIA
UA,IAH_SNA,Airbus Industrie A320-100/200,141292.0,IAH,SNA
DL,JFK_SAN,Boeing 737-800,141291.0,JFK,SAN
BA,BOS_LHR,Airbus Industrie A380-800,141182.0,BOS,LHR
AA,MIA_UIO,Boeing B737 Max 800,141168.0,MIA,UIO
DL,ATL_AUA,Boeing 757-200,141161.0,ATL,AUA
WN,MKE_PHX,Boeing 737-800,141113.0,MKE,PHX
AS,KTN_SEA,Boeing 737-800,141111.0,KTN,SEA
OO,LAX_SJC,Embraer ERJ-175,141003.0,LAX,SJC
NH,IAH_NRT,Boeing 777-300/300ER/333ER,140996.0,IAH,NRT
UA,ORD_SEA,Boeing 737-800,140950.0,ORD,SEA
DL,ATL_PBI,McDonnell Douglas MD-90,140892.0,ATL,PBI
AA,MIA_STX,Boeing 737-800,140792.0,MIA,STX
AA,OMA_PHX,Airbus Industrie A319,140773.0,OMA,PHX
DL,NRT_SEA,Boeing 767-300/300ER,140764.0,NRT,SEA
AA,LAX_NRT,B787-900 Dreamliner,140665.0,LAX,NRT
D7,HNL_KIX,Airbus Industrie A330-300,140650.0,HNL,KIX
SK,EWR_OSL,Airbus Industrie A330-200,140594.0,EWR,OSL
AF,CDG_SFO,Boeing 777-300/300ER/333ER,140560.0,CDG,SFO
DL,DTW_MSY,Boeing 717-200,140539.0,DTW,MSY
UA,IAH_SAN,Airbus Industrie A320-100/200,140538.0,IAH,SAN
B6,ATL_JFK,Airbus Industrie A320-100/200,140426.0,ATL,JFK
AA,CLT_RSW,Airbus Industrie A320-100/200,140404.0,CLT,RSW
DL,ATL_SAN,Boeing 757-300,140403.0,ATL,SAN
WN,MDW_PDX,Boeing 737-800,140399.0,MDW,PDX
WN,OAK_SAN,Boeing 737-800,140380.0,OAK,SAN
JL,HNL_NGO,Boeing 777-200ER/200LR/233LR,140333.0,HNL,NGO
UA,DEN_RNO,Airbus Industrie A320-100/200,140312.0,DEN,RNO
F9,CLE_TPA,Airbus Industrie A321/Lr,140267.0,CLE,TPA
F9,DCA_DEN,Airbus Industrie A320-100/200,140202.0,DCA,DEN
AA,MIA_PHL,Boeing 737-800,140161.0,MIA,PHL
AA,CMH_PHX,Airbus Industrie A319,140125.0,CMH,PHX
UA,IAH_LGA,Airbus Industrie A319,140055.0,IAH,LGA
AA,ORD_STL,Boeing 737-800,139911.0,ORD,STL
SQ,ICN_LAX,Boeing 777-300/300ER/333ER,139698.0,ICN,LAX
AZ,JFK_MXP,Airbus Industrie A330-200,139660.0,JFK,MXP
RV,HNL_YVR,Boeing 767-300/300ER,139595.0,HNL,YVR
F9,LAS_STL,Airbus Industrie A321/Lr,139541.0,LAS,STL
OO,PHX_YUM,Canadair RJ-700,139529.0,PHX,YUM
EK,DXB_MCO,Boeing 777-300/300ER/333ER,139511.0,DXB,MCO
DL,DTW_SEA,Boeing 757-300,139490.0,DTW,SEA
AA,CLT_MDT,Airbus Industrie A319,139485.0,CLT,MDT
UA,EWR_IAH,Boeing 767-300/300ER,139446.0,EWR,IAH
WN,LAS_OKC,Boeing 737-700/700LR/Max 7,139427.0,LAS,OKC
KV,DFW_YYZ,Embraer ERJ-175,139365.0,DFW,YYZ
DL,LAX_SFO,Boeing 717-200,139274.0,LAX,SFO
AA,CLT_PDX,Airbus Industrie A321/Lr,139263.0,CLT,PDX
F9,CLE_RSW,Airbus Industrie A321/Lr,139255.0,CLE,RSW
UA,CUN_IAH,Boeing 737-800,139229.0,CUN,IAH
DL,BOS_TPA,Airbus Industrie A320-100/200,139166.0,BOS,TPA
NK,EWR_IAH,Airbus Industrie A321/Lr,138991.0,EWR,IAH
UA,EWR_HNL,Boeing 767-400/ER,138962.0,EWR,HNL
YX,DCA_MSY,Embraer ERJ-175,138877.0,DCA,MSY
WN,DEN_EWR,Boeing 737-800,138790.0,DEN,EWR
AC,IAH_YYZ,Embraer 190,138785.0,IAH,YYZ
AA,CLT_PVD,Airbus Industrie A321/Lr,138723.0,CLT,PVD
DL,ATL_LAS,Boeing 757-200,138553.0,ATL,LAS
DL,LHR_SLC,Boeing 767-300/300ER,138550.0,LHR,SLC
AA,DCA_LAX,Boeing 737-800,138518.0,DCA,LAX
UA,DEN_SFO,Airbus Industrie A320-100/200,138492.0,DEN,SFO
WN,LAS_MKE,Boeing 737-700/700LR/Max 7,138451.0,LAS,MKE
JL,NRT_ORD,Boeing 777-200ER/200LR/233LR,138398.0,NRT,ORD
WN,BOS_STL,Boeing 737-800,138385.0,BOS,STL
DL,ATL_NAS,Boeing 737-900ER,138328.0,ATL,NAS
FI,KEF_SEA,Boeing 757-200,138299.0,KEF,SEA
AA,DFW_FRA,Boeing 777-200ER/200LR/233LR,138298.0,DFW,FRA
IB,JFK_MAD,Airbus Industrie A350-900,138293.0,JFK,MAD
NH,IAD_NRT,Boeing 777-300/300ER/333ER,138192.0,IAD,NRT
OZ,ICN_SPN,Boeing 767-300/300ER,138078.0,ICN,SPN
WN,DEN_LGA,Boeing 737-700/700LR/Max 7,138047.0,DEN,LGA
UA,BOM_EWR,Boeing 777-200ER/200LR/233LR,138045.0,BOM,EWR
OO,BOI_SFO,Embraer ERJ-175,137996.0,BOI,SFO
AA,PHX_PIT,Airbus Industrie A319,137943.0,PHX,PIT
DL,DTW_MSP,Boeing 757-200,137918.0,DTW,MSP
WN,FLL_HOU,Boeing 737-700/700LR/Max 7,137916.0,FLL,HOU
NK,BWI_ORD,Airbus Industrie A320-100/200,137879.0,BWI,ORD
YV,BUR_PHX,Canadair CRJ 900,137871.0,BUR,PHX
DL,MSP_STL,McDonnell Douglas MD-90,137800.0,MSP,STL
OO,DEN_SLC,Embraer ERJ-175,137789.0,DEN,SLC
AA,MIA_PHX,Boeing 737-800,137786.0,MIA,PHX
WN,BNA_PHX,Boeing 737-800,137768.0,BNA,PHX
YX,ATL_DCA,Embraer ERJ-175,137727.0,ATL,DCA
WW,KEF_LAX,Airbus Industrie A330-200,137642.0,KEF,LAX
TP,BOS_LIS,Airbus Industrie A330-200,137594.0,BOS,LIS
DL,BOS_MSP,Airbus Industrie A321/Lr,137556.0,BOS,MSP
WN,HOU_OAK,Boeing 737-800,137541.0,HOU,OAK
YX,EWR_RDU,Embraer ERJ-175,137432.0,EWR,RDU
WN,LAS_MCI,Boeing 737-800,137411.0,LAS,MCI
EY,AUH_IAD,B787-900 Dreamliner,137378.0,AUH,IAD
AS,MCI_SEA,Boeing 737-900ER,137355.0,MCI,SEA
AS,PDX_SFO,Boeing 737-800,137343.0,PDX,SFO
AA,ATL_MIA,Boeing 737-800,137336.0,ATL,MIA
WN,SAN_SAT,Boeing 737-700/700LR/Max 7,137273.0,SAN,SAT
CZ,CAN_SFO,Boeing 777-300/300ER/333ER,137271.0,CAN,SFO
WN,AUS_SAN,Boeing 737-700/700LR/Max 7,137214.0,AUS,SAN
WN,BWI_MCI,Boeing 737-700/700LR/Max 7,137180.0,BWI,MCI
CP,ABQ_SLC,Embraer ERJ-175,137134.0,ABQ,SLC
WN,LAS_TPA,Boeing 737-800,137087.0,LAS,TPA
G7,ORD_STL,Canadair RJ-700,137050.0,ORD,STL
AV,BOG_MIA,Airbus Industrie A320-100/200,137001.0,BOG,MIA
DL,ATL_CDG,Boeing 767-400/ER,136998.0,ATL,CDG
TP,EWR_LIS,Airbus Industrie A330-200,136930.0,EWR,LIS
DL,AMS_DTW,Airbus Industrie A350-900,136916.0,AMS,DTW
7H,ANC_ENA,De Havilland DHC8-100 Dash-8,136860.0,ANC,ENA
LH,DTW_FRA,Boeing 747-400,136814.0,DTW,FRA
UA,CLE_DEN,Boeing 737-800,136726.0,CLE,DEN
WW,EWR_KEF,Airbus Industrie A321/Lr,136708.0,EWR,KEF
AA,EZE_JFK,Boeing 777-200ER/200LR/233LR,136652.0,EZE,JFK
DL,ATL_TLH,Boeing 717-200,136542.0,ATL,TLH
WN,CUN_MDW,Boeing 737-700/700LR/Max 7,136376.0,CUN,MDW
NK,FLL_SDQ,Airbus Industrie A321/Lr,136239.0,FLL,SDQ
AA,MSY_PHL,Airbus Industrie A319,136176.0,MSY,PHL
AA,CLT_EWR,Airbus Industrie A320-100/200,136167.0,CLT,EWR
UA,IAH_LIM,Boeing 767-300/300ER,136152.0,IAH,LIM
AA,BWI_CLT,Airbus Industrie A320-100/200,136053.0,BWI,CLT
DL,LAX_SJD,Boeing 737-800,135931.0,LAX,SJD
WN,BOI_DEN,Boeing 737-700/700LR/Max 7,135930.0,BOI,DEN
B6,CUN_JFK,Airbus Industrie A321/Lr,135896.0,CUN,JFK
AA,ATL_PHL,Embraer 190,135837.0,ATL,PHL
9E,LGA_YUL,Canadair CRJ 900,135818.0,LGA,YUL
DL,LAX_TPA,Boeing 737-800,135712.0,LAX,TPA
AS,PDX_SJC,Boeing 737-800,135660.0,PDX,SJC
AA,CLT_MSP,Boeing 737-800,135559.0,CLT,MSP
UA,IAD_ORD,Boeing 737-900ER,135537.0,IAD,ORD
DL,ANC_SEA,Boeing 737-900ER,135529.0,ANC,SEA
WN,CLE_STL,Boeing 737-700/700LR/Max 7,135513.0,CLE,STL
WN,LAX_MSY,Boeing 737-700/700LR/Max 7,135477.0,LAX,MSY
WN,STL_TUL,Boeing 737-700/700LR/Max 7,135428.0,STL,TUL
AA,PHX_TPA,Airbus Industrie A320-100/200,135363.0,PHX,TPA
WN,RDU_STL,Boeing 737-700/700LR/Max 7,135317.0,RDU,STL
WN,DTW_STL,Boeing 737-700/700LR/Max 7,135277.0,DTW,STL
WS,PHX_YYC,Boeing 737-800,135265.0,PHX,YYC
LH,CLT_MUC,Airbus Industrie A330-200,135257.0,CLT,MUC
JL,HND_SFO,Boeing 777-200ER/200LR/233LR,135233.0,HND,SFO
DL,DTW_SLC,Boeing 737-900ER,135120.0,DTW,SLC
NK,CLE_MCO,Airbus Industrie A320-100/200,135081.0,CLE,MCO
UA,DEN_NRT,B787-800 Dreamliner,135058.0,DEN,NRT
WN,OKC_STL,Boeing 737-700/700LR/Max 7,134993.0,OKC,STL
OH,AVP_CLT,Canadair CRJ 900,134922.0,AVP,CLT
AF,CDG_MIA,Boeing 777-300/300ER/333ER,134918.0,CDG,MIA
KE,HNL_ICN,Boeing B747-8,134860.0,HNL,ICN
AA,DFW_PVG,B787-900 Dreamliner,134740.0,DFW,PVG
UA,DEN_LAX,Boeing 737-800,134733.0,DEN,LAX
RV,LAS_YVR,Boeing 767-300/300ER,134661.0,LAS,YVR
DL,DTW_LGA,Airbus Industrie A319,134659.0,DTW,LGA
4O,IAH_MEX,Airbus Industrie A320-100/200,134635.0,IAH,MEX
WN,BHM_DAL,Boeing 737-700/700LR/Max 7,134632.0,BHM,DAL
QX,MFR_SEA,De Havilland DHC8-400 Dash-8,134600.0,MFR,SEA
WN,DAL_SAN,Boeing 737-800,134596.0,DAL,SAN
QX,SEA_YKM,De Havilland DHC8-400 Dash-8,134592.0,SEA,YKM
WN,BWI_DAL,Boeing 737-700/700LR/Max 7,134401.0,BWI,DAL
UA,EWR_FLL,Airbus Industrie A320-100/200,134398.0,EWR,FLL
BA,LHR_MSY,B787-800 Dreamliner,134356.0,LHR,MSY
AS,ANC_FAI,Boeing 737-700/700LR/Max 7,134344.0,ANC,FAI
UA,EWR_ZRH,Boeing 767-400/ER,134305.0,EWR,ZRH
YV,IAH_QRO,Embraer ERJ-175,134299.0,IAH,QRO
LH,MUC_ORD,Airbus Industrie A350-900,134287.0,MUC,ORD
LH,EWR_MUC,Airbus Industrie A350-900,134235.0,EWR,MUC
KL,AMS_IAH,B787-900 Dreamliner,134170.0,AMS,IAH
WN,LIT_STL,Boeing 737-700/700LR/Max 7,134099.0,LIT,STL
B6,IAD_JFK,Embraer 190,134038.0,IAD,JFK
DL,ATH_JFK,Airbus Industrie A330-300,134031.0,ATH,JFK
CP,SEA_SMF,Embraer ERJ-175,133984.0,SEA,SMF
DL,ATL_IND,Boeing 737-900ER,133924.0,ATL,IND
B6,GCM_JFK,Airbus Industrie A320-100/200,133882.0,GCM,JFK
DL,ATL_FRA,Boeing 767-300/300ER,133839.0,ATL,FRA
AA,CLT_NAS,Airbus Industrie A319,133802.0,CLT,NAS
UA,LAX_ORD,Boeing 737-800,133748.0,LAX,ORD
B6,BGI_JFK,Airbus Industrie A321/Lr,133743.0,BGI,JFK
DL,DTW_PDX,Boeing 737-900ER,133741.0,DTW,PDX
DL,JFK_PDX,Boeing 737-900ER,133625.0,JFK,PDX
NK,CUN_FLL,Airbus Industrie A321/Lr,133571.0,CUN,FLL
DL,ATL_LAX,Boeing 777-200ER/200LR/233LR,133507.0,ATL,LAX
UA,EWR_EZE,Boeing 767-400/ER,133494.0,EWR,EZE
WN,LAX_STL,Boeing 737-700/700LR/Max 7,133351.0,LAX,STL
OO,LAX_TUS,Canadair RJ-700,133346.0,LAX,TUS
EI,DUB_IAD,Airbus Industrie A330-200,133290.0,DUB,IAD
UA,GRU_IAH,Boeing 767-300/300ER,133277.0,GRU,IAH
EI,DUB_LAX,Airbus Industrie A330-200,133215.0,DUB,LAX
YX,CLT_EWR,Embraer ERJ-175,133138.0,CLT,EWR
AF,CDG_MIA,Airbus Industrie A380-800,133067.0,CDG,MIA
UA,IAH_MEX,Boeing 737-800,133045.0,IAH,MEX
AA,LIM_MIA,Boeing 767-300/300ER,132987.0,LIM,MIA
NK,DFW_ORD,Airbus Industrie A321/Lr,132915.0,DFW,ORD
NK,BWI_MCO,Airbus Industrie A320-100/200,132896.0,BWI,MCO
WS,PSP_YVR,Boeing 737-800,132844.0,PSP,YVR
9E,CLT_LGA,Canadair CRJ 900,132834.0,CLT,LGA
OO,DAL_LGA,Embraer ERJ-175,132772.0,DAL,LGA
AV,BOG_LAX,B787-800 Dreamliner,132732.0,BOG,LAX
AA,ATL_PHX,Airbus Industrie A320-100/200,132731.0,ATL,PHX
UA,BOS_EWR,Airbus Industrie A320-100/200,132681.0,BOS,EWR
OH,CLT_MHT,Canadair CRJ 900,132613.0,CLT,MHT
AS,LAX_SEA,Boeing 737-900,132608.0,LAX,SEA
WN,LAX_SAT,Boeing 737-700/700LR/Max 7,132484.0,LAX,SAT
UA,KOA_LAX,Boeing 737-900ER,132474.0,KOA,LAX
TA,IAD_SAL,Airbus Industrie A321/Lr,132355.0,IAD,SAL
OO,DTW_ORD,Embraer ERJ-175,132327.0,DTW,ORD
YV,IAH_MSP,Embraer ERJ-175,132204.0,IAH,MSP
DL,HNL_KIX,Boeing 767-300/300ER,132137.0,HNL,KIX
AS,AUS_SEA,Boeing 737-900ER,132132.0,AUS,SEA
HA,OGG_SJC,Boeing 767-300/300ER,132119.0,OGG,SJC
UA,IAH_TPA,Boeing 737-800,132104.0,IAH,TPA
LH,DFW_FRA,Airbus Industrie A330-200,132085.0,DFW,FRA
9E,LGA_RDU,Canadair CRJ 900,132077.0,LGA,RDU
AF,CDG_IAD,Boeing 777-300/300ER/333ER,131963.0,CDG,IAD
YX,IND_LGA,Embraer ERJ-175,131955.0,IND,LGA
EV,CLE_LGA,Embraer-145,131904.0,CLE,LGA
AA,PBI_PHL,Airbus Industrie A321/Lr,131901.0,PBI,PHL
SU,LAX_SVO,Boeing 777-300/300ER/333ER,131881.0,LAX,SVO
DI,LGW_ORD,B787-900 Dreamliner,131857.0,LGW,ORD
DL,ICN_SEA,Boeing 767-300/300ER,131835.0,ICN,SEA
AC,LAX_YUL,Boeing 737-800,131792.0,LAX,YUL
G4,AVL_FLL,Airbus Industrie A320-100/200,131788.0,AVL,FLL
DL,GUA_LAX,Boeing 757-200,131749.0,GUA,LAX
AS,SAN_SFO,Airbus Industrie A319,131702.0,SAN,SFO
9E,ATL_YUL,Canadair CRJ 900,131662.0,ATL,YUL
AS,PDX_SFO,Airbus Industrie A320-100/200,131646.0,PDX,SFO
NK,DTW_RSW,Airbus Industrie A320-100/200,131641.0,DTW,RSW
AA,BWI_DFW,McDonnell Douglas DC9 Super 80/MD81/82/83/88,131632.0,BWI,DFW
WN,BOS_STL,Boeing 737-700/700LR/Max 7,131612.0,BOS,STL
DL,BDL_MSP,McDonnell Douglas MD-90,131603.0,BDL,MSP
9E,LGA_MCI,Canadair CRJ 900,131595.0,LGA,MCI
DL,ATL_TUL,McDonnell Douglas DC9 Super 80/MD81/82/83/88,131590.0,ATL,TUL
UA,SFO_YVR,Airbus Industrie A320-100/200,131549.0,SFO,YVR
UA,IAH_MCO,Boeing B737 Max 900,131532.0,IAH,MCO
DY,CDG_LAX,B787-900 Dreamliner,131522.0,CDG,LAX
WN,BNA_PHX,Boeing 737-700/700LR/Max 7,131488.0,BNA,PHX
WN,LAS_MKE,Boeing 737-800,131464.0,LAS,MKE
DL,DTW_RSW,Boeing 757-200,131457.0,DTW,RSW
4O,MEX_MIA,Airbus Industrie A320-100/200,131359.0,MEX,MIA
DL,ATL_SJC,Boeing 737-800,131250.0,ATL,SJC
UA,ORD_PHL,Boeing 737-900ER,131206.0,ORD,PHL
AA,IND_PHX,Airbus Industrie A319,131175.0,IND,PHX
DL,ATL_BHM,Boeing 737-800,131113.0,ATL,BHM
AC,DEN_YYZ,Embraer 190,131091.0,DEN,YYZ
MQ,DFW_SGF,Embraer ERJ-175,131074.0,DFW,SGF
DL,MCO_SLC,Boeing 737-900ER,131004.0,MCO,SLC
DL,MCI_SLC,Boeing 717-200,130980.0,MCI,SLC
B6,JFK_MCO,Airbus Industrie A320-100/200,130948.0,JFK,MCO
AA,DFW_VPS,McDonnell Douglas DC9 Super 80/MD81/82/83/88,130912.0,DFW,VPS
DL,DTW_RDU,Boeing 717-200,130881.0,DTW,RDU
BA,BOS_LHR,Boeing 777-300/300ER/333ER,130820.0,BOS,LHR
UA,DCA_DEN,Boeing 757-300,130809.0,DCA,DEN
UA,CUN_SFO,Boeing 737-900ER,130764.0,CUN,SFO
AA,DUB_PHL,Airbus Industrie A330-200,130745.0,DUB,PHL
QX,PUW_SEA,De Havilland DHC8-400 Dash-8,130745.0,PUW,SEA
KL,AMS_SFO,B787-900 Dreamliner,130673.0,AMS,SFO
WN,CLT_MDW,Boeing 737-700/700LR/Max 7,130642.0,CLT,MDW
DL,DTW_SEA,Boeing 757-200,130618.0,DTW,SEA
JL,HNL_KIX,Boeing 777-200ER/200LR/233LR,130610.0,HNL,KIX
YX,EWR_PIT,Embraer ERJ-175,130571.0,EWR,PIT
F9,CUN_ORD,Airbus Industrie A321/Lr,130473.0,CUN,ORD
WN,BNA_CMH,Boeing 737-700/700LR/Max 7,130462.0,BNA,CMH
HA,ITO_OGG,Boeing 717-200,130401.0,ITO,OGG
DL,LAS_SEA,Boeing 717-200,130383.0,LAS,SEA
CP,LAS_SJC,Embraer ERJ-175,130317.0,LAS,SJC
B6,CHS_DCA,Embraer 190,130262.0,CHS,DCA
UA,BOS_EWR,Boeing 737-800,130218.0,BOS,EWR
WN,BUF_MCO,Boeing 737-800,130179.0,BUF,MCO
HU,BOS_PEK,B787-900 Dreamliner,130158.0,BOS,PEK
WN,DCA_FLL,Boeing 737-700/700LR/Max 7,130043.0,DCA,FLL
WN,BWI_DEN,Boeing 737-700/700LR/Max 7,130042.0,BWI,DEN
UA,IAH_LAS,Boeing 737-800,129963.0,IAH,LAS
UA,DFW_IAH,Airbus Industrie A319,129943.0,DFW,IAH
WN,MSY_STL,Boeing 737-700/700LR/Max 7,129899.0,MSY,STL
AS,LAS_LAX,Airbus Industrie A319,129809.0,LAS,LAX
B6,AUA_BOS,Airbus Industrie A320-100/200,129796.0,AUA,BOS
OH,CLT_VPS,Canadair CRJ 900,129784.0,CLT,VPS
UA,IAH_ORD,Airbus Industrie A320-100/200,129716.0,IAH,ORD
SK,ARN_ORD,Airbus Industrie A330-200,129694.0,ARN,ORD
WN,DEN_FLL,Boeing 737-800,129692.0,DEN,FLL
UA,AUS_IAH,Boeing 737-900ER,129669.0,AUS,IAH
B6,JFK_SEA,Airbus Industrie A321/Lr,129608.0,JFK,SEA
B6,MCO_SJU,Embraer 190,129541.0,MCO,SJU
DL,PVG_SEA,Boeing 767-300/300ER,129541.0,PVG,SEA
UA,HND_SFO,B787-900 Dreamliner,129453.0,HND,SFO
UA,ORD_TPA,Boeing 737-900ER,129269.0,ORD,TPA
WN,ATL_PHX,Boeing 737-800,129246.0,ATL,PHX
OO,FWA_ORD,Canadair RJ-200ER /RJ-440,129218.0,FWA,ORD
BW,FLL_POS,Boeing 737-800,129016.0,FLL,POS
DL,OGG_SEA,Boeing 757-200,128954.0,OGG,SEA
DL,MSP_SLC,Boeing 737-900ER,128895.0,MSP,SLC
MU,ORD_PVG,Airbus Industrie A330-200,128870.0,ORD,PVG
DL,BWI_MSP,Boeing 737-900ER,128830.0,BWI,MSP
B6,FLL_HAV,Airbus Industrie A320-100/200,128766.0,FLL,HAV
DL,GEG_MSP,McDonnell Douglas MD-90,128725.0,GEG,MSP
UA,AUA_EWR,Boeing 737-900ER,128717.0,AUA,EWR
UA,GIG_IAH,Boeing 767-300/300ER,128592.0,GIG,IAH
AA,CLT_FRA,Airbus Industrie A330-200,128578.0,CLT,FRA
F9,CUN_STL,Airbus Industrie A321/Lr,128536.0,CUN,STL
WN,DEN_SJC,Boeing 737-800,128480.0,DEN,SJC
WW,BOS_KEF,Airbus Industrie A321/Lr,128429.0,BOS,KEF
DL,DTW_PVG,Airbus Industrie A350-900,128392.0,DTW,PVG
WN,MDW_MHT,Boeing 737-700/700LR/Max 7,128220.0,MDW,MHT
DL,ATL_TYS,Boeing 717-200,128195.0,ATL,TYS
DL,ATL_SCL,Boeing 767-300/300ER,128041.0,ATL,SCL
5D,IAH_MEX,Embraer 190,128040.0,IAH,MEX
DL,MSP_SEA,Boeing 757-300,128022.0,MSP,SEA
AA,ORD_PHX,Boeing 737-800,128014.0,ORD,PHX
WN,ATL_MDW,Boeing 737-800,127984.0,ATL,MDW
CP,LAX_RNO,Embraer ERJ-175,127964.0,LAX,RNO
LH,FRA_LAX,Airbus Industrie A380-800,127951.0,FRA,LAX
WN,OAK_PHX,Boeing 737-800,127941.0,OAK,PHX
BA,LHR_SAN,Boeing 747-400,127842.0,LHR,SAN
AA,ORD_PIT,Boeing 737-800,127839.0,ORD,PIT
AA,JFK_SEA,Boeing 737-800,127804.0,JFK,SEA
JL,HND_JFK,Boeing 777-200ER/200LR/233LR,127778.0,HND,JFK
