Airline,Origin_Dest,Plane_Type_Text,Passengers,Airport 1,Airport 2
AA,PHX_SJC,Airbus Industrie A319,197237.0,PHX,SJC
AA,BOS_LAX,Boeing 737-800,197202.0,BOS,LAX
OO,ABQ_SFO,Embraer ERJ-175,197066.0,ABQ,SFO
WN,ATL_RDU,Boeing 737-700/700LR/Max 7,196999.0,ATL,RDU
UA,EWR_ORD,Boeing 737-800,196857.0,EWR,ORD
B6,JFK_SAN,Airbus Industrie A321/Lr,196800.0,JFK,SAN
DL,ATL_BNA,Boeing 757-200,196785.0,ATL,BNA
BR,IAH_TPE,Boeing 777-200ER/200LR/233LR,196749.0,IAH,TPE
NK,DTW_LGA,Airbus Industrie A320-100/200,196681.0,DTW,LGA
CP,SEA_SNA,Embraer ERJ-175,196648.0,SEA,SNA
TK,IST_MIA,Boeing 777-300/300ER/333ER,196590.0,IST,MIA
UA,DEN_LAS,Boeing 737-900ER,196338.0,DEN,LAS
DL,JFK_PHX,Boeing 737-900ER,196274.0,JFK,PHX
WN,LAX_TUS,Boeing 737-700/700LR/Max 7,196239.0,LAX,TUS
DL,ATL_CMH,Boeing 737-900ER,196103.0,ATL,CMH
UA,IAH_POS,Boeing 737-800,196052.0,IAH,POS
LY,EWR_TLV,B787-900 Dreamliner,195894.0,EWR,TLV
AA,CLT_RDU,Airbus Industrie A320-100/200,195720.0,CLT,RDU
AA,CLE_CLT,Airbus Industrie A319,195603.0,CLE,CLT
WN,DAL_PHX,Boeing 737-800,195511.0,DAL,PHX
DL,ATL_BWI,McDonnell Douglas MD-90,195477.0,ATL,BWI
KL,AMS_ATL,Boeing 777-200ER/200LR/233LR,195471.0,AMS,ATL
NK,DTW_MCO,Airbus Industrie A320-100/200,195389.0,DTW,MCO
WN,HOU_TUL,Boeing 737-700/700LR/Max 7,195323.0,HOU,TUL
DL,JAC_SLC,Airbus Industrie A319,195198.0,JAC,SLC
KE,ICN_SFO,Boeing 777-300/300ER/333ER,195189.0,ICN,SFO
WN,DEN_IAD,Boeing 737-800,195152.0,DEN,IAD
TK,IAH_IST,Boeing 777-300/300ER/333ER,194955.0,IAH,IST
AA,GRU_MIA,Boeing 777-300/300ER/333ER,194879.0,GRU,MIA
MU,PVG_SFO,Boeing 777-300/300ER/333ER,194614.0,PVG,SFO
YX,CLT_CMH,Embraer ERJ-175,194603.0,CLT,CMH
WN,LAS_MDW,Boeing 737-700/700LR/Max 7,194338.0,LAS,MDW
AS,LAX_SEA,Airbus Industrie A319,194268.0,LAX,SEA
UA,DUB_EWR,Boeing 777-200ER/200LR/233LR,194248.0,DUB,EWR
UA,IAH_LGA,Boeing 737-700/700LR/Max 7,194177.0,IAH,LGA
B6,LGA_PBI,Airbus Industrie A320-100/200,194135.0,LGA,PBI
AS,MCO_SEA,Boeing 737-900ER,194086.0,MCO,SEA
CM,ORD_PTY,Boeing 737-800,193886.0,ORD,PTY
YV,DFW_ELP,Canadair CRJ 900,193834.0,DFW,ELP
NK,LAS_SAN,Airbus Industrie A320-100/200,193763.0,LAS,SAN
WN,AUS_MDW,Boeing 737-700/700LR/Max 7,193669.0,AUS,MDW
DL,ATL_CHA,McDonnell Douglas DC9 Super 80/MD81/82/83/88,193507.0,ATL,CHA
DL,SAN_SLC,Boeing 737-800,193487.0,SAN,SLC
TK,IAD_IST,Airbus Industrie A330-200,193428.0,IAD,IST
WN,BWI_SDF,Boeing 737-700/700LR/Max 7,193414.0,BWI,SDF
WN,ABQ_BWI,Boeing 737-700/700LR/Max 7,193264.0,ABQ,BWI
9E,ATL_TYS,Canadair CRJ 900,193258.0,ATL,TYS
DL,ATL_TUS,Boeing 737-900ER,193141.0,ATL,TUS
WN,ELP_HOU,Boeing 737-700/700LR/Max 7,193134.0,ELP,HOU
DL,HNL_NRT,Boeing 767-300/300ER,193040.0,HNL,NRT
DL,BOS_DTW,Airbus Industrie A319,192784.0,BOS,DTW
AA,DEN_PHL,Airbus Industrie A321/Lr,192541.0,DEN,PHL
DL,DTW_PHX,Boeing 737-900ER,192456.0,DTW,PHX
AA,IAH_MIA,Boeing 737-800,192431.0,IAH,MIA
DL,ATL_JAX,McDonnell Douglas MD-90,192422.0,ATL,JAX
DL,DTW_NRT,Airbus Industrie A350-900,192234.0,DTW,NRT
AS,SEA_SLC,Boeing 737-900ER,192203.0,SEA,SLC
UA,PEK_SFO,Boeing 777-300/300ER/333ER,191947.0,PEK,SFO
DL,ATL_SLC,Boeing 757-200,191852.0,ATL,SLC
DL,JFK_TLV,Airbus Industrie A330-300,191796.0,JFK,TLV
YV,DFW_MFE,Canadair CRJ 900,191778.0,DFW,MFE
WN,MCO_PVD,Boeing 737-800,191777.0,MCO,PVD
DL,SJC_SLC,Boeing 717-200,191772.0,SJC,SLC
EK,DFW_DXB,Boeing 777-300/300ER/333ER,191771.0,DFW,DXB
WN,LGA_STL,Boeing 737-700/700LR/Max 7,191736.0,LGA,STL
AA,DFW_IND,Boeing 737-800,191708.0,DFW,IND
AA,DFW_IAD,Boeing 737-800,191700.0,DFW,IAD
QX,MFR_PDX,De Havilland DHC8-400 Dash-8,191673.0,MFR,PDX
WN,MDW_RSW,Boeing 737-700/700LR/Max 7,191599.0,MDW,RSW
AC,SFO_YVR,Airbus Industrie A320-100/200,191431.0,SFO,YVR
AA,EZE_MIA,Boeing 777-200ER/200LR/233LR,191427.0,EZE,MIA
B6,BOS_SEA,Airbus Industrie A321/Lr,191231.0,BOS,SEA
NK,LAS_PDX,Airbus Industrie A320-100/200,191137.0,LAS,PDX
B6,FLL_PAP,Airbus Industrie A320-100/200,191130.0,FLL,PAP
DL,MSP_ORD,McDonnell Douglas MD-90,191042.0,MSP,ORD
AA,DFW_MEM,Airbus Industrie A319,190995.0,DFW,MEM
AS,OGG_SEA,Boeing 737-800,190723.0,OGG,SEA
WN,ATL_IND,Boeing 737-700/700LR/Max 7,190680.0,ATL,IND
AA,DFW_PSP,Boeing 737-800,190393.0,DFW,PSP
NK,DFW_LAX,Airbus Industrie A321/Lr,190386.0,DFW,LAX
UA,IAH_MCO,Boeing 737-900,190359.0,IAH,MCO
WN,SFO_SNA,Boeing 737-700/700LR/Max 7,190112.0,SFO,SNA
NK,ACY_MCO,Airbus Industrie A321/Lr,190004.0,ACY,MCO
DL,ATL_MSP,McDonnell Douglas MD-90,189985.0,ATL,MSP
DL,ATL_NRT,Boeing 777-200ER/200LR/233LR,189962.0,ATL,NRT
HA,HNL_SFO,Airbus Industrie A330-200,189918.0,HNL,SFO
SY,MCO_MSP,Boeing 737-800,189520.0,MCO,MSP
MS,CAI_JFK,Boeing 777-300/300ER/333ER,189412.0,CAI,JFK
QX,RDM_SEA,De Havilland DHC8-400 Dash-8,189381.0,RDM,SEA
NK,LAS_SEA,Airbus Industrie A320-100/200,189262.0,LAS,SEA
WN,MDW_SEA,Boeing 737-800,189261.0,MDW,SEA
WN,IND_TPA,Boeing 737-700/700LR/Max 7,189200.0,IND,TPA
DL,ATL_SDF,McDonnell Douglas MD-90,189156.0,ATL,SDF
EV,BTR_DFW,Canadair RJ-700,189062.0,BTR,DFW
AA,BOS_PHL,Boeing 737-800,189026.0,BOS,PHL
OH,CLT_RIC,Canadair CRJ 900,188973.0,CLT,RIC
HA,HNL_SAN,Airbus Industrie A330-200,188891.0,HNL,SAN
WN,BNA_DEN,Boeing 737-800,188850.0,BNA,DEN
DL,ANC_MSP,Boeing 757-200,188784.0,ANC,MSP
AA,DFW_RIC,Boeing 737-800,188638.0,DFW,RIC
WN,BWI_PBI,Boeing 737-700/700LR/Max 7,188533.0,BWI,PBI
AD,MCO_VCP,Airbus Industrie A330-200,188518.0,MCO,VCP
LH,LAX_MUC,Airbus Industrie A380-800,188387.0,LAX,MUC
WN,OAK_SLC,Boeing 737-700/700LR/Max 7,188274.0,OAK,SLC
AA,CLT_STL,Airbus Industrie A319,188249.0,CLT,STL
BW,MIA_POS,Boeing 737-800,188186.0,MIA,POS
VS,LHR_SFO,Airbus Industrie A340-600,188178.0,LHR,SFO
AA,CLT_ILM,Airbus Industrie A319,187910.0,CLT,ILM
UA,SAN_SFO,Airbus Industrie A320-100/200,187861.0,SAN,SFO
NK,DTW_TPA,Airbus Industrie A320-100/200,187674.0,DTW,TPA
B6,BOS_LAS,Airbus Industrie A321/Lr,187564.0,BOS,LAS
WN,BUF_MDW,Boeing 737-700/700LR/Max 7,187381.0,BUF,MDW
CM,PTY_SFO,Boeing 737-800,187127.0,PTY,SFO
BA,LAX_LHR,B787-900 Dreamliner,187076.0,LAX,LHR
AS,LIH_SEA,Boeing 737-800,186892.0,LIH,SEA
CP,LAX_SEA,Embraer ERJ-175,186842.0,LAX,SEA
AA,BDL_CLT,Airbus Industrie A319,186670.0,BDL,CLT
DL,ATL_SFO,Boeing 757-200,186637.0,ATL,SFO
DL,ATL_FLL,McDonnell Douglas MD-90,186543.0,ATL,FLL
DL,DTW_MCI,Boeing 717-200,186539.0,DTW,MCI
DL,DTW_MSP,Boeing 737-900ER,186473.0,DTW,MSP
YX,CLT_IND,Embraer ERJ-175,186433.0,CLT,IND
AA,DFW_STL,Boeing 737-800,186389.0,DFW,STL
QF,SFO_SYD,Boeing 747-400,186365.0,SFO,SYD
WN,BOS_BWI,Boeing 737-800,186334.0,BOS,BWI
B6,LGB_SMF,Airbus Industrie A320-100/200,186068.0,LGB,SMF
CP,SEA_SJC,Embraer ERJ-175,185926.0,SEA,SJC
WN,DAL_SAN,Boeing 737-700/700LR/Max 7,185902.0,DAL,SAN
AT,CMN_JFK,Boeing 767-300/300ER,185672.0,CMN,JFK
9E,BUF_JFK,Canadair CRJ 900,185510.0,BUF,JFK
WN,LAX_RNO,Boeing 737-700/700LR/Max 7,185370.0,LAX,RNO
DL,MSP_PHL,McDonnell Douglas MD-90,185208.0,MSP,PHL
WN,ATL_RIC,Boeing 737-700/700LR/Max 7,184984.0,ATL,RIC
DL,DEN_SEA,Boeing 717-200,184825.0,DEN,SEA
LX,MIA_ZRH,Airbus Industrie A330-200,184795.0,MIA,ZRH
AA,JFK_MCO,Boeing 737-800,184787.0,JFK,MCO
DL,ATL_JNB,Boeing 777-200ER/200LR/233LR,184687.0,ATL,JNB
DL,AMS_SEA,Airbus Industrie A330-300,184646.0,AMS,SEA
DL,ATL_RDU,Airbus Industrie A321/Lr,184598.0,ATL,RDU
AS,JFK_SEA,Boeing 737-900ER,184470.0,JFK,SEA
AA,ORD_PDX,Boeing 737-800,184069.0,ORD,PDX
AA,CLT_RDU,Boeing 737-800,184026.0,CLT,RDU
MQ,DFW_MTY,Embraer ERJ-175,183914.0,DFW,MTY
DL,AMS_BOS,Airbus Industrie A330-300,183772.0,AMS,BOS
AA,DFW_PHL,Boeing 737-800,183501.0,DFW,PHL
WN,BNA_LAX,Boeing 737-700/700LR/Max 7,183404.0,BNA,LAX
WN,MCO_RDU,Boeing 737-700/700LR/Max 7,183273.0,MCO,RDU
DL,DCA_MSP,Airbus Industrie A319,183026.0,DCA,MSP
WN,DEN_SFO,Boeing 737-800,182941.0,DEN,SFO
9E,DSM_MSP,Canadair CRJ 900,182906.0,DSM,MSP
B6,JFK_LGB,Airbus Industrie A320-100/200,182762.0,JFK,LGB
NK,FLL_SJO,Airbus Industrie A321/Lr,182592.0,FLL,SJO
WN,HOU_LGA,Boeing 737-700/700LR/Max 7,182559.0,HOU,LGA
WN,DCA_TPA,Boeing 737-700/700LR/Max 7,182499.0,DCA,TPA
B6,JFK_PBI,Airbus Industrie A320-100/200,182489.0,JFK,PBI
WN,BWI_DTW,Boeing 737-700/700LR/Max 7,182465.0,BWI,DTW
DL,ATL_STL,Boeing 737-900ER,182427.0,ATL,STL
QX,SEA_YVR,De Havilland DHC8-400 Dash-8,182324.0,SEA,YVR
AA,HKG_LAX,Boeing 777-300/300ER/333ER,182300.0,HKG,LAX
DL,ATL_MDT,Boeing 717-200,182032.0,ATL,MDT
B6,JFK_KIN,Airbus Industrie A321/Lr,182029.0,JFK,KIN
YX,IND_PHL,Embraer ERJ-175,181909.0,IND,PHL
AA,MGA_MIA,Boeing 737-800,181820.0,MGA,MIA
AS,ATL_SEA,Boeing 737-900ER,181621.0,ATL,SEA
KV,ATL_YYZ,Embraer ERJ-175,181582.0,ATL,YYZ
DL,ORD_SEA,Airbus Industrie A319,181459.0,ORD,SEA
KV,ORD_YUL,Embraer ERJ-175,181355.0,ORD,YUL
B6,BDL_MCO,Airbus Industrie A320-100/200,181345.0,BDL,MCO
WN,ATL_DTW,Boeing 737-700/700LR/Max 7,181328.0,ATL,DTW
UA,EWR_LAS,Boeing 737-800,181246.0,EWR,LAS
AA,CLT_IAH,Boeing 737-800,181132.0,CLT,IAH
YV,DFW_LBB,Canadair CRJ 900,181107.0,DFW,LBB
DL,ATL_VPS,Boeing 717-200,181082.0,ATL,VPS
AS,PDX_SAN,Boeing 737-900ER,180959.0,PDX,SAN
HA,LAX_OGG,Airbus Industrie A330-200,180648.0,LAX,OGG
UA,GUM_NRT,Boeing 777-200ER/200LR/233LR,180637.0,GUM,NRT
YV,CRP_DFW,Canadair CRJ 900,180587.0,CRP,DFW
AA,EZE_MIA,Boeing 777-300/300ER/333ER,180579.0,EZE,MIA
UA,IAH_LAS,Boeing 737-900,180419.0,IAH,LAS
BA,LAX_LHR,Boeing 747-400,180308.0,LAX,LHR
AA,ORD_PHL,Boeing 737-800,180213.0,ORD,PHL
NK,LAX_OAK,Airbus Industrie A319,180199.0,LAX,OAK
WN,LAS_STL,Boeing 737-800,180039.0,LAS,STL
NK,ATL_DTW,Airbus Industrie A320-100/200,179987.0,ATL,DTW
UA,IAH_LAS,Boeing 737-900ER,179967.0,IAH,LAS
WN,ATL_CMH,Boeing 737-700/700LR/Max 7,179798.0,ATL,CMH
UA,IAH_MCO,Boeing 737-800,179710.0,IAH,MCO
AA,ATL_PHL,Airbus Industrie A319,179608.0,ATL,PHL
WN,AUS_LAX,Boeing 737-700/700LR/Max 7,179514.0,AUS,LAX
B6,AUS_JFK,Airbus Industrie A320-100/200,179361.0,AUS,JFK
DL,AGS_ATL,McDonnell Douglas DC9 Super 80/MD81/82/83/88,179257.0,AGS,ATL
AA,GIG_MIA,Boeing 777-200ER/200LR/233LR,179236.0,GIG,MIA
9E,LGA_STL,Canadair CRJ 900,179202.0,LGA,STL
UA,HNL_SFO,Boeing 737-900ER,179171.0,HNL,SFO
WN,HOU_MCO,Boeing 737-800,179141.0,HOU,MCO
WN,DAL_DEN,Boeing 737-800,179062.0,DAL,DEN
UA,SFO_SIN,B787-900 Dreamliner,179015.0,SFO,SIN
AA,DFW_HKG,Boeing 777-300/300ER/333ER,178941.0,DFW,HKG
WN,BWI_PIT,Boeing 737-700/700LR/Max 7,178864.0,BWI,PIT
HA,OGG_SEA,Airbus Industrie A330-200,178804.0,OGG,SEA
WN,HOU_LAX,Boeing 737-800,178734.0,HOU,LAX
UA,DEN_SFO,Boeing 777-200ER/200LR/233LR,178573.0,DEN,SFO
NK,BOS_MCO,Airbus Industrie A320-100/200,178517.0,BOS,MCO
YX,EYW_MIA,Embraer ERJ-175,178495.0,EYW,MIA
AA,PHX_SMF,Airbus Industrie A320-100/200,178483.0,PHX,SMF
B6,EWR_TPA,Airbus Industrie A320-100/200,178443.0,EWR,TPA
AA,DFW_ICN,B787-900 Dreamliner,178364.0,DFW,ICN
NH,HNL_NRT,B787-900 Dreamliner,178202.0,HNL,NRT
WN,OMA_STL,Boeing 737-700/700LR/Max 7,178175.0,OMA,STL
WN,BNA_CLE,Boeing 737-700/700LR/Max 7,178173.0,BNA,CLE
WN,HOU_LAS,Boeing 737-700/700LR/Max 7,178000.0,HOU,LAS
HA,HNL_JFK,Airbus Industrie A330-200,177877.0,HNL,JFK
NK,IAH_LAX,Airbus Industrie A321/Lr,177821.0,IAH,LAX
WN,MCO_STL,Boeing 737-800,177811.0,MCO,STL
AA,BNA_DFW,McDonnell Douglas DC9 Super 80/MD81/82/83/88,177670.0,BNA,DFW
WN,ATL_DEN,Boeing 737-800,177652.0,ATL,DEN
QR,DOH_IAD,Boeing 777-300/300ER/333ER,177652.0,DOH,IAD
AA,CLT_PUJ,Airbus Industrie A321/Lr,177609.0,CLT,PUJ
9E,JFK_RDU,Canadair CRJ 900,177601.0,JFK,RDU
WN,BWI_MSY,Boeing 737-700/700LR/Max 7,177464.0,BWI,MSY
UA,DEN_PHX,Boeing 737-900ER,177285.0,DEN,PHX
WN,DEN_SEA,Boeing 737-800,177262.0,DEN,SEA
B6,BDL_FLL,Airbus Industrie A320-100/200,177140.0,BDL,FLL
AS,GEG_SEA,Boeing 737-900ER,177099.0,GEG,SEA
LH,BOS_FRA,Boeing B747-8,176886.0,BOS,FRA
AA,AUA_MIA,Boeing 737-800,176865.0,AUA,MIA
SY,LAX_MSP,Boeing 737-800,176564.0,LAX,MSP
QX,PSC_SEA,De Havilland DHC8-400 Dash-8,176525.0,PSC,SEA
DL,ATL_PVD,McDonnell Douglas DC9 Super 80/MD81/82/83/88,176517.0,ATL,PVD
WN,LAS_SEA,Boeing 737-700/700LR/Max 7,176467.0,LAS,SEA
PS,JFK_KBP,Boeing 767-300/300ER,176465.0,JFK,KBP
QR,ATL_DOH,Boeing 777-300/300ER/333ER,176441.0,ATL,DOH
WN,DEN_SAT,Boeing 737-700/700LR/Max 7,176279.0,DEN,SAT
KU,JFK_KWI,Boeing 777-200ER/200LR/233LR,175954.0,JFK,KWI
HX,HKG_SFO,Airbus Industrie A350-900,175924.0,HKG,SFO
DL,LAX_SEA,Boeing 737-900ER,175882.0,LAX,SEA
AA,BWI_DFW,Boeing 737-800,175812.0,BWI,DFW
AA,LAS_PHX,Airbus Industrie A320-100/200,175664.0,LAS,PHX
AA,MIA_ORD,Airbus Industrie A321/Lr,175625.0,MIA,ORD
DL,JFK_MXP,Airbus Industrie A330-300,175552.0,JFK,MXP
WN,DEN_IND,Boeing 737-800,175428.0,DEN,IND
WN,DAL_HOU,Boeing 737-800,175276.0,DAL,HOU
AA,DFW_SEA,Boeing 737-800,175261.0,DFW,SEA
DL,ATL_MCI,Boeing 757-200,175172.0,ATL,MCI
DL,DTW_ORD,Boeing 717-200,175028.0,DTW,ORD
NZ,AKL_SFO,Boeing 777-300/300ER/333ER,174970.0,AKL,SFO
B6,JFK_PWM,Embraer 190,174881.0,JFK,PWM
DL,MCO_MSP,Boeing 757-200,174878.0,MCO,MSP
WN,MDW_TPA,Boeing 737-800,174845.0,MDW,TPA
DL,ATL_RSW,Boeing 737-900ER,174791.0,ATL,RSW
AA,BDL_DFW,Boeing 737-800,174784.0,BDL,DFW
UA,EWR_PUJ,Boeing 737-800,174783.0,EWR,PUJ
AA,DTW_PHX,Airbus Industrie A320-100/200,174673.0,DTW,PHX
DL,DCA_DTW,Airbus Industrie A320-100/200,174616.0,DCA,DTW
DY,CDG_JFK,B787-900 Dreamliner,174534.0,CDG,JFK
AA,HND_LAX,B787-900 Dreamliner,174473.0,HND,LAX
CP,GEG_SEA,Embraer ERJ-175,174432.0,GEG,SEA
DL,CLT_DTW,Boeing 717-200,174428.0,CLT,DTW
DL,CDG_JFK,Airbus Industrie A330-300,174420.0,CDG,JFK
UA,DCA_ORD,Airbus Industrie A320-100/200,174300.0,DCA,ORD
LH,FRA_SEA,Boeing 747-400,174245.0,FRA,SEA
AA,PHL_TPA,Airbus Industrie A321/Lr,174007.0,PHL,TPA
WN,IND_LAS,Boeing 737-800,174005.0,IND,LAS
DL,JFK_MIA,Airbus Industrie A320-100/200,173987.0,JFK,MIA
AA,MIA_SDQ,Airbus Industrie A321/Lr,173871.0,MIA,SDQ
DL,ATL_GSO,Boeing 717-200,173798.0,ATL,GSO
AS,BUR_SEA,Boeing 737-900ER,173768.0,BUR,SEA
OH,CLT_GSP,Canadair CRJ 900,173692.0,CLT,GSP
WN,MCI_MCO,Boeing 737-700/700LR/Max 7,173634.0,MCI,MCO
WN,BDL_MCO,Boeing 737-700/700LR/Max 7,173558.0,BDL,MCO
AA,DFW_JFK,Boeing 737-800,173522.0,DFW,JFK
UA,MCO_ORD,Boeing 737-800,173141.0,MCO,ORD
DL,ATL_GSP,Boeing 717-200,172999.0,ATL,GSP
VX,LAX_SFO,Airbus Industrie A320-100/200,172859.0,LAX,SFO
B6,JFK_PUJ,Airbus Industrie A321/Lr,172834.0,JFK,PUJ
UA,BOS_ORD,Boeing 737-800,172780.0,BOS,ORD
AA,BDL_CLT,Airbus Industrie A321/Lr,172779.0,BDL,CLT
UA,EWR_GRU,Boeing 777-200ER/200LR/233LR,172529.0,EWR,GRU
WN,LAS_MCO,Boeing 737-800,172528.0,LAS,MCO
WN,PHX_SEA,Boeing 737-700/700LR/Max 7,172329.0,PHX,SEA
UA,EWR_ORD,Boeing 777-200ER/200LR/233LR,172249.0,EWR,ORD
AC,SFO_YYZ,B787-900 Dreamliner,172183.0,SFO,YYZ
AA,MIA_TPA,Boeing 737-800,172038.0,MIA,TPA
HA,OGG_SFO,Airbus Industrie A330-200,172037.0,OGG,SFO
DL,CLT_MSP,Boeing 717-200,171947.0,CLT,MSP
B6,BOS_CLE,Embraer 190,171709.0,BOS,CLE
DL,HNL_LAX,Boeing 757-200,171707.0,HNL,LAX
UA,EWR_TLV,Boeing 777-200ER/200LR/233LR,171703.0,EWR,TLV
DL,DEN_LAX,Boeing 717-200,171642.0,DEN,LAX
UA,EWR_PBI,Airbus Industrie A320-100/200,171549.0,EWR,PBI
B6,BOS_JAX,Embraer 190,171489.0,BOS,JAX
QX,BOI_SEA,De Havilland DHC8-400 Dash-8,171468.0,BOI,SEA
UA,DCA_ORD,Airbus Industrie A319,171368.0,DCA,ORD
UA,IAH_SEA,Boeing 737-900ER,171240.0,IAH,SEA
4M,EZE_MIA,Boeing 767-300/300ER,171173.0,EZE,MIA
UA,LAX_OGG,Boeing 737-800,171037.0,LAX,OGG
WN,BWI_CVG,Boeing 737-700/700LR/Max 7,170879.0,BWI,CVG
DL,LAX_SYD,Boeing 777-200ER/200LR/233LR,170783.0,LAX,SYD
WN,PHX_SEA,Boeing 737-800,170756.0,PHX,SEA
UA,EWR_SJO,Boeing 737-800,170742.0,EWR,SJO
AF,CDG_SFO,Airbus Industrie A380-800,170639.0,CDG,SFO
VA,LAX_SYD,Boeing 777-200ER/200LR/233LR,170600.0,LAX,SYD
B6,BOS_DEN,Airbus Industrie A320-100/200,170511.0,BOS,DEN
QX,EUG_SEA,De Havilland DHC8-400 Dash-8,170506.0,EUG,SEA
WS,HNL_YVR,Boeing 737-800,170497.0,HNL,YVR
WN,BOS_DEN,Boeing 737-800,170456.0,BOS,DEN
AS,IAH_SEA,Boeing 737-900ER,170285.0,IAH,SEA
B6,FLL_JAX,Embraer 190,170074.0,FLL,JAX
DI,BOS_LGW,B787-900 Dreamliner,169999.0,BOS,LGW
OO,ATL_CHA,Canadair RJ-200ER /RJ-440,169984.0,ATL,CHA
CX,BOS_HKG,Boeing 777-300/300ER/333ER,169950.0,BOS,HKG
DL,ATL_GRU,Airbus Industrie A330-300,169945.0,ATL,GRU
AA,OGG_PHX,Boeing 757-200,169928.0,OGG,PHX
AA,MAD_MIA,Boeing 777-200ER/200LR/233LR,169817.0,MAD,MIA
AY,HEL_JFK,Airbus Industrie A330-200,169775.0,HEL,JFK
AA,DFW_OKC,Boeing 737-800,169739.0,DFW,OKC
UA,IAH_PTY,Boeing 737-800,169720.0,IAH,PTY
AS,LAS_SEA,Boeing 737-900,169609.0,LAS,SEA
B6,CHS_JFK,Airbus Industrie A320-100/200,169545.0,CHS,JFK
SA,JFK_JNB,Airbus Industrie A340-600,169429.0,JFK,JNB
F9,CLE_MCO,Airbus Industrie A321/Lr,169356.0,CLE,MCO
CP,LAX_PDX,Embraer ERJ-175,169220.0,LAX,PDX
CX,EWR_HKG,Boeing 777-300/300ER/333ER,168881.0,EWR,HKG
AA,HNL_PHX,Boeing 757-200,168863.0,HNL,PHX
AS,OGG_PDX,Boeing 737-800,168830.0,OGG,PDX
WN,PDX_SAN,Boeing 737-700/700LR/Max 7,168819.0,PDX,SAN
UA,ORD_SFO,Boeing 777-200ER/200LR/233LR,168748.0,ORD,SFO
PD,MDW_YTZ,De Havilland DHC8-400 Dash-8,168723.0,MDW,YTZ
AA,DTW_MIA,Airbus Industrie A319,168722.0,DTW,MIA
UA,IAD_SFO,Boeing 737-900ER,168693.0,IAD,SFO
DL,HND_MSP,Boeing 777-200ER/200LR/233LR,168642.0,HND,MSP
AV,BOG_JFK,Airbus Industrie A330-300,168641.0,BOG,JFK
KE,IAD_ICN,Boeing 777-300/300ER/333ER,168620.0,IAD,ICN
AA,CLT_EWR,Airbus Industrie A321/Lr,168541.0,CLT,EWR
OO,BOI_SEA,Embraer ERJ-175,168442.0,BOI,SEA
OH,CLT_YYZ,Canadair CRJ 900,168442.0,CLT,YYZ
HA,HNL_SMF,Boeing 767-300/300ER,168440.0,HNL,SMF
UA,ORD_SFO,Boeing 737-800,168435.0,ORD,SFO
DL,DTW_MSP,McDonnell Douglas MD-90,168424.0,DTW,MSP
KV,DCA_YYZ,Embraer ERJ-175,168337.0,DCA,YYZ
OO,LAX_SFO,Embraer ERJ-175,168330.0,LAX,SFO
B6,BNA_BOS,Airbus Industrie A320-100/200,168258.0,BNA,BOS
UA,DEL_EWR,Boeing 777-200ER/200LR/233LR,168254.0,DEL,EWR
UA,BOS_IAH,Boeing 737-900,168253.0,BOS,IAH
WN,DCA_MCO,Boeing 737-700/700LR/Max 7,168242.0,DCA,MCO
AS,HNL_SEA,Boeing 737-800,168168.0,HNL,SEA
YX,CMH_DCA,Embraer ERJ-175,168136.0,CMH,DCA
WN,AUS_ELP,Boeing 737-700/700LR/Max 7,168134.0,AUS,ELP
YV,BHM_DFW,Canadair CRJ 900,168103.0,BHM,DFW
WS,LGA_YYZ,Boeing 737-800,167976.0,LGA,YYZ
AS,MSP_SEA,Boeing 737-900ER,167955.0,MSP,SEA
DL,BOS_LAX,Boeing 757-200,167765.0,BOS,LAX
HA,HNL_KIX,Airbus Industrie A330-200,167716.0,HNL,KIX
DL,BOS_SEA,Boeing 737-800,167630.0,BOS,SEA
UA,ORD_TPA,Boeing 737-800,167620.0,ORD,TPA
DL,ATL_DFW,Airbus Industrie A319,167596.0,ATL,DFW
UA,DEN_LAS,Boeing 737-800,167501.0,DEN,LAS
UA,DEN_LGA,Boeing 737-900ER,167410.0,DEN,LGA
DL,ATL_SJC,Boeing 737-900ER,167231.0,ATL,SJC
UA,EWR_PVG,Boeing 777-200ER/200LR/233LR,167042.0,EWR,PVG
UA,EWR_IAH,Boeing 737-900ER,166967.0,EWR,IAH
AA,DFW_SJU,Boeing 737-800,166865.0,DFW,SJU
D8,DUB_SWF,Boeing B737 Max 800,166767.0,DUB,SWF
WN,MDW_OAK,Boeing 737-800,166720.0,MDW,OAK
DL,ATL_AUS,Airbus Industrie A320-100/200,166720.0,ATL,AUS
WS,LAS_YYZ,Boeing 737-800,166683.0,LAS,YYZ
WN,DEN_IND,Boeing 737-700/700LR/Max 7,166636.0,DEN,IND
AA,PHX_SLC,Boeing 737-800,166527.0,PHX,SLC
DL,ATL_OKC,Boeing 737-700/700LR/Max 7,166396.0,ATL,OKC
UA,EWR_IAH,Boeing 777-200ER/200LR/233LR,166336.0,EWR,IAH
WN,HOU_MCI,Boeing 737-700/700LR/Max 7,166303.0,HOU,MCI
YV,DFW_IAH,Embraer ERJ-175,166132.0,DFW,IAH
QX,PDX_RDM,De Havilland DHC8-400 Dash-8,165980.0,PDX,RDM
OH,CLE_CLT,Canadair CRJ 900,165932.0,CLE,CLT
UA,DEN_LHR,B787-800 Dreamliner,165918.0,DEN,LHR
F9,DEN_MCO,Airbus Industrie A321/Lr,165734.0,DEN,MCO
