Airline,Airport,Route_Type,Destination_Region,Passengers
MQ,BOI,Domestic,Domestic,14332.0
C5,ELM,Domestic,Domestic,14324.0
YV,TYS,Domestic,Domestic,14316.0
MQ,TRC,International,International,14304.0
SY,PIE,Domestic,Domestic,14273.0
EV,GRB,Domestic,Domestic,14231.0
LF,MCN,Domestic,Domestic,14195.0
MQ,PBI,Domestic,Domestic,14195.0
MQ,ABQ,Domestic,Domestic,14192.0
G4,OWB,Domestic,Domestic,14176.0
EV,PBC,International,International,14165.0
EW,CGN,International,International,14160.0
EV,ABQ,Domestic,Domestic,14140.0
VX,SJD,International,International,14137.0
G7,CPR,Domestic,Domestic,14130.0
QX,SBA,Domestic,Domestic,14127.0
VR,BOS,International,Domestic,14120.0
EV,MHH,International,International,14115.0
OO,CDC,Domestic,Domestic,14112.0
JJ,REC,International,International,14106.0
QX,ONT,Domestic,Domestic,14098.0
EV,MLM,International,International,14062.0
AX,LAN,Domestic,Domestic,14059.0
YX,LIT,Domestic,Domestic,14047.0
EV,TAM,International,International,14045.0
OH,BGR,Domestic,Domestic,14019.0
DE,MSP,International,Domestic,13998.0
PT,CMH,Domestic,Domestic,13990.0
LJ,NRT,International,International,13977.0
F9,MSO,Domestic,Domestic,13942.0
UA,BON,International,International,13941.0
AA,SBA,Domestic,Domestic,13940.0
G4,LRD,Domestic,Domestic,13935.0
HY,RIX,International,International,13931.0
OH,BTR,Domestic,Domestic,13921.0
H6,OTZ,Domestic,Domestic,13914.0
YX,RSW,Domestic,Domestic,13913.0
AS,RDM,Domestic,Domestic,13911.0
ZX,JAX,International,Domestic,13898.0
LF,BWI,Domestic,Domestic,13881.0
MQ,RST,Domestic,Domestic,13861.0
AM,DEN,International,Domestic,13846.0
YV,ROC,Domestic,Domestic,13808.0
TB,MIA,International,Domestic,13803.0
AA,BOS,International,Domestic,13802.0
SY,BNA,Domestic,Domestic,13777.0
Z3Q,EYW,Domestic,Domestic,13767.0
EV,EVV,Domestic,Domestic,13764.0
Z3Q,RBN,Domestic,Domestic,13753.0
EV,CUU,International,International,13730.0
OO,FSM,Domestic,Domestic,13719.0
9E,RST,Domestic,Domestic,13695.0
F9,FAR,Domestic,Domestic,13693.0
UA,HDN,Domestic,Domestic,13634.0
LO,KRK,International,International,13629.0
G7,FAR,Domestic,Domestic,13624.0
OO,BLI,Domestic,Domestic,13623.0
XP,ACY,Domestic,Domestic,13576.0
DE,BWI,International,Domestic,13553.0
VR,RAI,International,International,13546.0
S4,TER,International,International,13532.0
G7,SLC,Domestic,Domestic,13526.0
CX,IAD,International,Domestic,13512.0
OO,MEX,International,International,13491.0
YX,CAE,Domestic,Domestic,13474.0
ZW,MDT,Domestic,Domestic,13468.0
YV,PWM,Domestic,Domestic,13459.0
4O,SJD,International,International,13453.0
9E,PIA,Domestic,Domestic,13439.0
3M,RSW,Domestic,Domestic,13385.0
HA,PPT,International,International,13383.0
EV,FWA,Domestic,Domestic,13382.0
G4,PUJ,International,International,13353.0
AA,HDN,Domestic,Domestic,13329.0
WL,PUJ,International,International,13317.0
09Q,TPA,International,Domestic,13272.0
YV,XNA,Domestic,Domestic,13261.0
OO,LWB,Domestic,Domestic,13254.0
J2,GYD,International,International,13246.0
MQ,PIA,Domestic,Domestic,13216.0
OO,BMI,Domestic,Domestic,13214.0
G3,BSB,International,International,13202.0
AA,MTJ,Domestic,Domestic,13198.0
MT,BOS,International,Domestic,13184.0
G4,MRY,Domestic,Domestic,13174.0
EV,CRW,Domestic,Domestic,13169.0
OO,BFF,Domestic,Domestic,13128.0
F9,BZN,Domestic,Domestic,13126.0
C5,MKE,Domestic,Domestic,13122.0
AX,BHM,Domestic,Domestic,13097.0
LF,BNA,Domestic,Domestic,13095.0
ZW,BUF,Domestic,Domestic,13094.0
DE,ANC,International,Domestic,13036.0
OH,SAT,Domestic,Domestic,13029.0
OO,TOL,Domestic,Domestic,12951.0
AC,PDX,International,Domestic,12949.0
NK,AVL,Domestic,Domestic,12944.0
G7,PBI,Domestic,Domestic,12894.0
2JQ,CCR,Domestic,Domestic,12873.0
YX,BTR,Domestic,Domestic,12868.0
B6,LRM,International,International,12841.0
VI,CPX,Domestic,Domestic,12827.0
OO,PUB,Domestic,Domestic,12779.0
MQ,ELH,International,International,12759.0
MQ,MSP,Domestic,Domestic,12741.0
OO,SLC,International,Domestic,12730.0
3E,ORD,Domestic,Domestic,12720.0
OO,SLN,Domestic,Domestic,12682.0
J2,JFK,International,Domestic,12648.0
AX,CAE,Domestic,Domestic,12626.0
OO,OTH,Domestic,Domestic,12618.0
ZW,TUL,Domestic,Domestic,12613.0
DL,JNU,Domestic,Domestic,12599.0
OO,LBF,Domestic,Domestic,12599.0
09Q,SAP,International,International,12597.0
NK,STX,Domestic,Domestic,12545.0
DL,PHL,International,Domestic,12540.0
YV,NAS,International,International,12464.0
OO,SHD,Domestic,Domestic,12463.0
CP,BZN,Domestic,Domestic,12455.0
MQ,SAV,Domestic,Domestic,12437.0
UP,MHH,International,International,12421.0
AC,TPA,International,Domestic,12331.0
MQ,PBC,International,International,12308.0
F9,YYC,International,International,12284.0
EV,CID,Domestic,Domestic,12270.0
ZW,ICT,Domestic,Domestic,12249.0
9E,LNK,Domestic,Domestic,12230.0
NZ,RAR,International,International,12186.0
OH,MCI,Domestic,Domestic,12183.0
KAH,LKE,Domestic,Domestic,12159.0
LF,TUP,Domestic,Domestic,12157.0
EW,MUC,International,International,12149.0
FI,CLE,International,Domestic,12101.0
FI,TPA,International,Domestic,12099.0
I4,KTN,Domestic,Domestic,12087.0
I4,KLW,Domestic,Domestic,12082.0
YX,TLH,Domestic,Domestic,12079.0
G3,MIA,International,Domestic,12066.0
AA,RTB,International,International,12061.0
9X,DFW,Domestic,Domestic,12012.0
ZW,SYR,Domestic,Domestic,11999.0
NK,GSO,Domestic,Domestic,11995.0
QK,SMF,International,Domestic,11989.0
EV,MCI,Domestic,Domestic,11982.0
Y4,OAX,International,International,11973.0
9K,ALB,Domestic,Domestic,11955.0
SE,LAX,International,Domestic,11936.0
EV,IAD,Domestic,Domestic,11926.0
YX,GJT,Domestic,Domestic,11926.0
G7,HDN,Domestic,Domestic,11926.0
G4,GPT,Domestic,Domestic,11888.0
OO,CSG,Domestic,Domestic,11865.0
C5,YUL,International,International,11836.0
1AQ,AUS,Domestic,Domestic,11815.0
WN,SAT,International,Domestic,11802.0
9E,GPT,Domestic,Domestic,11731.0
BY,GLA,International,International,11729.0
UP,PBI,International,Domestic,11700.0
OO,OAJ,Domestic,Domestic,11669.0
AX,SAV,Domestic,Domestic,11645.0
EV,LGA,International,Domestic,11645.0
KAH,BFI,Domestic,Domestic,11641.0
3M,JAX,Domestic,Domestic,11610.0
EV,LAW,Domestic,Domestic,11602.0
EV,FSM,Domestic,Domestic,11590.0
K2,BET,Domestic,Domestic,11582.0
PT,FWA,Domestic,Domestic,11567.0
YX,VPS,Domestic,Domestic,11529.0
KAH,YWH,International,International,11520.0
PT,YQB,International,International,11502.0
9K,HYA,Domestic,Domestic,11493.0
UA,FAI,Domestic,Domestic,11477.0
C5,CHS,Domestic,Domestic,11462.0
AJQ,ATY,Domestic,Domestic,11418.0
JJ,BEL,International,International,11412.0
4W,FAI,Domestic,Domestic,11403.0
EV,OAX,International,International,11359.0
AX,JAX,Domestic,Domestic,11347.0
9E,HSV,Domestic,Domestic,11338.0
9E,SDF,Domestic,Domestic,11326.0
SY,AUS,Domestic,Domestic,11302.0
OO,BWI,Domestic,Domestic,11289.0
G7,PIT,Domestic,Domestic,11269.0
BY,NCL,International,International,11266.0
AC,PHX,International,Domestic,11255.0
KAH,LKE,International,Domestic,11240.0
WG,YUL,International,International,11203.0
VI,SIG,Domestic,Domestic,11196.0
VB,JFK,International,Domestic,11195.0
AX,YOW,International,International,11185.0
UA,COS,Domestic,Domestic,11165.0
D8,BGO,International,International,11164.0
09Q,SCU,International,International,11157.0
SY,MBJ,International,International,11142.0
9E,TPA,Domestic,Domestic,11117.0
ZW,BTV,Domestic,Domestic,11074.0
1QQ,STT,Domestic,Domestic,11039.0
9E,SBN,Domestic,Domestic,10996.0
9E,SRQ,Domestic,Domestic,10978.0
38Q,SHR,Domestic,Domestic,10975.0
1QQ,STX,Domestic,Domestic,10941.0
Y4,QRO,International,International,10909.0
UA,BDA,International,International,10893.0
DL,GGT,International,International,10892.0
AA,GUC,Domestic,Domestic,10875.0
OO,APN,Domestic,Domestic,10859.0
EV,GRI,Domestic,Domestic,10853.0
C5,SDF,Domestic,Domestic,10826.0
LV,ORY,International,International,10823.0
EV,FAR,Domestic,Domestic,10816.0
ZW,ALB,Domestic,Domestic,10796.0
MQ,CAK,Domestic,Domestic,10728.0
3M,BIM,International,International,10722.0
G7,TPA,Domestic,Domestic,10710.0
9E,ROA,Domestic,Domestic,10706.0
MQ,BTV,Domestic,Domestic,10698.0
LV,EWR,International,Domestic,10698.0
JJ,LAS,International,Domestic,10690.0
SY,CZM,International,International,10662.0
3M,PBI,Domestic,Domestic,10649.0
9X,BWI,Domestic,Domestic,10612.0
YV,ZIH,International,International,10607.0
OO,MSY,Domestic,Domestic,10594.0
CP,LGB,Domestic,Domestic,10576.0
9E,FSM,Domestic,Domestic,10574.0
DL,PDL,International,International,10556.0
MQ,ROA,Domestic,Domestic,10537.0
OO,SAV,Domestic,Domestic,10523.0
DY,SEA,International,Domestic,10519.0
9E,ALB,Domestic,Domestic,10507.0
1WQ,BKL,Domestic,Domestic,10500.0
SE,SFO,International,Domestic,10499.0
DL,GTF,Domestic,Domestic,10488.0
AX,CAK,Domestic,Domestic,10473.0
LA,PUJ,International,International,10368.0
7H,VDZ,Domestic,Domestic,10351.0
AC,PSP,International,Domestic,10342.0
SY,SJD,International,International,10292.0
AA,MZT,International,International,10266.0
MQ,BDL,Domestic,Domestic,10250.0
EV,ROW,Domestic,Domestic,10249.0
PT,MGM,Domestic,Domestic,10222.0
G7,GSP,Domestic,Domestic,10191.0
EV,ALB,Domestic,Domestic,10180.0
OH,BUF,Domestic,Domestic,10141.0
AX,COD,Domestic,Domestic,10140.0
OO,CNY,Domestic,Domestic,10138.0
UA,CRP,Domestic,Domestic,10133.0
DL,SKB,International,International,10104.0
04Q,SJU,International,Domestic,10093.0
FI,PHL,International,Domestic,10080.0
DL,STX,Domestic,Domestic,10074.0
DI,LAS,International,Domestic,10023.0
DE,SJU,International,Domestic,10016.0
AC,HNL,International,Domestic,10008.0
OO,BQK,Domestic,Domestic,9978.0
OR,MIA,International,Domestic,9933.0
YX,FPO,International,International,9908.0
9K,LEB,Domestic,Domestic,9893.0
3M,NAS,International,International,9870.0
AS,RDB,Domestic,Domestic,9847.0
G7,FCA,Domestic,Domestic,9836.0
MQ,FWA,Domestic,Domestic,9795.0
YX,TVC,Domestic,Domestic,9793.0
ZX,SAV,International,Domestic,9767.0
C5,SAV,Domestic,Domestic,9712.0
F9,ALB,Domestic,Domestic,9678.0
VX,MSY,Domestic,Domestic,9677.0
SQ,EWR,International,Domestic,9652.0
F9,BKG,Domestic,Domestic,9634.0
YV,YUL,International,International,9613.0
OO,DVL,Domestic,Domestic,9611.0
NK,CAP,International,International,9592.0
YX,PTY,International,International,9589.0
4B,SVC,Domestic,Domestic,9588.0
9E,MOT,Domestic,Domestic,9575.0
VX,PVR,International,International,9563.0
DE,AUS,International,Domestic,9544.0
PY,AUA,International,International,9538.0
G7,TYS,Domestic,Domestic,9515.0
YX,ACK,Domestic,Domestic,9491.0
PT,BNA,Domestic,Domestic,9490.0
9K,MWA,Domestic,Domestic,9486.0
9E,GFK,Domestic,Domestic,9470.0
2OQ,PPG,International,Domestic,9434.0
04Q,SBH,International,International,9429.0
YX,MHH,International,International,9403.0
EV,PIA,Domestic,Domestic,9358.0
YV,FWA,Domestic,Domestic,9321.0
G7,RAP,Domestic,Domestic,9290.0
H6,BRW,Domestic,Domestic,9284.0
2OQ,FGI,International,International,9244.0
AX,BNA,Domestic,Domestic,9221.0
8R,SAN,International,Domestic,9220.0
EV,AGS,Domestic,Domestic,9219.0
DL,GND,International,International,9205.0
G7,MCO,Domestic,Domestic,9205.0
UA,AUS,International,Domestic,9196.0
KQ,NBO,International,International,9196.0
MT,SEA,International,Domestic,9174.0
OO,EWN,Domestic,Domestic,9166.0
1SQ,ROP,Domestic,Domestic,9155.0
9E,FLL,Domestic,Domestic,9151.0
QX,MRY,Domestic,Domestic,9144.0
4B,DFW,Domestic,Domestic,9133.0
RJ,YUL,International,International,9127.0
09Q,MEX,International,International,9123.0
9K,SDY,Domestic,Domestic,9123.0
UA,UVF,International,International,9111.0
9E,LFT,Domestic,Domestic,9088.0
PT,CHA,Domestic,Domestic,9085.0
9K,PVC,Domestic,Domestic,9078.0
EV,TVC,Domestic,Domestic,9066.0
KAH,FRD,Domestic,Domestic,9065.0
AX,OKC,Domestic,Domestic,9039.0
4O,SFB,International,Domestic,9034.0
BY,BHX,International,International,9022.0
PT,TYS,Domestic,Domestic,9019.0
F9,FLL,Domestic,Domestic,8991.0
SY,MSN,Domestic,Domestic,8967.0
9E,YHZ,International,International,8937.0
VX,KOA,Domestic,Domestic,8921.0
SE,MIA,International,Domestic,8895.0
9E,MDT,Domestic,Domestic,8882.0
C5,AVP,Domestic,Domestic,8854.0
DE,PIT,International,Domestic,8829.0
C5,IAD,International,Domestic,8811.0
MQ,HTS,Domestic,Domestic,8808.0
DE,PHX,International,Domestic,8786.0
X9,IAD,International,Domestic,8773.0
OO,PRC,Domestic,Domestic,8764.0
AX,PIA,Domestic,Domestic,8746.0
OJ,GEO,International,International,8702.0
VX,BWI,Domestic,Domestic,8675.0
C5,ROA,Domestic,Domestic,8673.0
F9,SJD,International,International,8671.0
2HQ,VRB,Domestic,Domestic,8664.0
AX,RIC,Domestic,Domestic,8649.0
EV,HOU,Domestic,Domestic,8626.0
G7,MSO,Domestic,Domestic,8610.0
DE,MSY,International,Domestic,8601.0
PT,MYR,Domestic,Domestic,8594.0
AX,TVC,Domestic,Domestic,8589.0
ZX,ROC,International,Domestic,8553.0
2E,HOM,Domestic,Domestic,8550.0
VX,RDU,Domestic,Domestic,8538.0
UA,SXM,International,International,8530.0
G3,FOR,International,International,8522.0
TA,BOS,International,Domestic,8521.0
ZX,MDT,International,Domestic,8518.0
AA,DCA,International,Domestic,8510.0
VS,BFS,International,International,8484.0
3SD,SJU,International,Domestic,8480.0
09Q,SAL,International,International,8468.0
WS,AZA,International,Domestic,8446.0
TA,MCO,International,Domestic,8444.0
G7,AUS,Domestic,Domestic,8439.0
2O,ADQ,Domestic,Domestic,8423.0
PT,LGA,Domestic,Domestic,8416.0
OO,CGI,Domestic,Domestic,8398.0
WS,YYT,International,International,8387.0
F9,HSV,Domestic,Domestic,8368.0
B0,CDG,International,International,8358.0
Y4,CUN,International,International,8351.0
RV,KOA,International,Domestic,8336.0
FJ,HNL,International,Domestic,8315.0
G7,FLL,Domestic,Domestic,8215.0
3E,BRL,Domestic,Domestic,8202.0
G4,CUN,International,International,8191.0
ZX,SYR,International,Domestic,8188.0
3E,MCW,Domestic,Domestic,8176.0
1AQ,CLT,Domestic,Domestic,8168.0
MQ,HOU,Domestic,Domestic,8162.0
3M,PBI,International,Domestic,8151.0
8R,MCO,International,Domestic,8131.0
UA,YAP,International,International,8121.0
SY,STL,Domestic,Domestic,8112.0
Y4,MKE,International,Domestic,8096.0
MQ,MAF,Domestic,Domestic,8036.0
C5,BWI,Domestic,Domestic,8034.0
YV,HAV,International,International,8033.0
9K,DEC,Domestic,Domestic,8021.0
LA,MCO,International,Domestic,8013.0
YV,PVR,International,International,7998.0
X9,BOG,International,International,7996.0
Y4,AUS,International,Domestic,7973.0
DL,RTB,International,International,7967.0
VX,BNA,Domestic,Domestic,7964.0
KX,ORD,International,Domestic,7960.0
7H,UNK,Domestic,Domestic,7912.0
AX,CMH,Domestic,Domestic,7902.0
F9,GSO,Domestic,Domestic,7900.0
7H,DLG,Domestic,Domestic,7869.0
G7,MBS,Domestic,Domestic,7845.0
H6,GAL,Domestic,Domestic,7831.0
OO,WYS,Domestic,Domestic,7824.0
QK,BWI,International,Domestic,7807.0
X9,JFK,International,Domestic,7804.0
J5,HNS,Domestic,Domestic,7804.0
G7,EGE,Domestic,Domestic,7786.0
ZW,BHM,Domestic,Domestic,7768.0
MQ,BGR,Domestic,Domestic,7751.0
PT,SDF,Domestic,Domestic,7750.0
3M,TPA,International,Domestic,7734.0
SY,TUS,Domestic,Domestic,7730.0
9E,PBI,Domestic,Domestic,7724.0
G7,DFW,Domestic,Domestic,7723.0
AX,BUF,Domestic,Domestic,7717.0
4B,PHX,Domestic,Domestic,7698.0
9K,EIS,International,International,7687.0
YV,FLG,Domestic,Domestic,7685.0
YX,MVY,Domestic,Domestic,7676.0
8R,DEN,International,Domestic,7668.0
GU,GUA,International,International,7652.0
36Q,GUA,International,International,7652.0
4B,CNM,Domestic,Domestic,7652.0
KAT,RBH,Domestic,Domestic,7645.0
G7,FSD,Domestic,Domestic,7629.0
GV,EMK,Domestic,Domestic,7629.0
EV,OAJ,Domestic,Domestic,7625.0
9K,SJU,International,Domestic,7621.0
G7,MIA,Domestic,Domestic,7611.0
H6,FAI,Domestic,Domestic,7610.0
9K,EWB,Domestic,Domestic,7570.0
7H,AKN,Domestic,Domestic,7565.0
KQ,JFK,International,Domestic,7554.0
3E,FOD,Domestic,Domestic,7553.0
9E,FAR,Domestic,Domestic,7525.0
C5,ACK,Domestic,Domestic,7517.0
3M,MCO,International,Domestic,7513.0
KV,AUS,International,Domestic,7509.0
MQ,HPN,Domestic,Domestic,7494.0
X9,BBU,International,International,7492.0
F9,SBA,Domestic,Domestic,7484.0
WG,PIE,International,Domestic,7474.0
LF,OAK,Domestic,Domestic,7455.0
EV,COS,Domestic,Domestic,7455.0
2JQ,SJC,Domestic,Domestic,7445.0
4B,CEZ,Domestic,Domestic,7430.0
AX,ABQ,Domestic,Domestic,7416.0
J5,SGY,Domestic,Domestic,7398.0
PT,OAJ,Domestic,Domestic,7394.0
SY,MZT,International,International,7374.0
AF,PTP,International,International,7369.0
4W,CXF,Domestic,Domestic,7314.0
SY,MSY,Domestic,Domestic,7288.0
EW,SEA,International,Domestic,7288.0
EV,ROA,Domestic,Domestic,7285.0
SEB,SXM,International,International,7278.0
KS,BOS,Domestic,Domestic,7274.0
YX,DAY,Domestic,Domestic,7270.0
9E,PVD,Domestic,Domestic,7253.0
F9,CVG,International,Domestic,7233.0
MQ,FAY,Domestic,Domestic,7232.0
MQ,HSV,Domestic,Domestic,7225.0
UA,PVD,Domestic,Domestic,7222.0
MQ,CHA,Domestic,Domestic,7213.0
8V,FYU,Domestic,Domestic,7204.0
G7,GSO,Domestic,Domestic,7193.0
DL,BGR,Domestic,Domestic,7174.0
9E,DAY,Domestic,Domestic,7153.0
9E,JAN,Domestic,Domestic,7144.0
F9,MCI,International,Domestic,7138.0
OO,CWA,Domestic,Domestic,7138.0
NK,AUA,International,International,7117.0
YV,MGM,Domestic,Domestic,7107.0
AX,BIL,Domestic,Domestic,7097.0
PF,BOS,International,Domestic,7091.0
KS,CDB,Domestic,Domestic,7077.0
4B,MCE,Domestic,Domestic,7073.0
FI,MCI,International,Domestic,7066.0
2E,SOV,Domestic,Domestic,7060.0
AX,CID,Domestic,Domestic,7052.0
AX,ROA,Domestic,Domestic,7048.0
J5,HNH,Domestic,Domestic,7043.0
QX,SLC,Domestic,Domestic,7032.0
9K,RKD,Domestic,Domestic,7023.0
ZW,RAP,Domestic,Domestic,7013.0
WN,SMF,International,Domestic,6991.0
KAH,ESD,Domestic,Domestic,6986.0
OO,LAW,Domestic,Domestic,6947.0
VX,IND,Domestic,Domestic,6933.0
CA,PTY,International,International,6927.0
4B,ALS,Domestic,Domestic,6920.0
AX,GSO,Domestic,Domestic,6914.0
36Q,LAX,International,Domestic,6913.0
GU,LAX,International,Domestic,6913.0
F9,BMI,Domestic,Domestic,6897.0
LF,PIT,Domestic,Domestic,6894.0
OH,ROA,Domestic,Domestic,6892.0
3M,TCB,International,International,6842.0
SEB,SKB,International,International,6834.0
SY,LIR,International,International,6828.0
9E,YWG,International,International,6821.0
H6,OME,Domestic,Domestic,6811.0
7H,ANI,Domestic,Domestic,6806.0
CP,FCA,Domestic,Domestic,6764.0
B6,HYA,Domestic,Domestic,6762.0
QK,PIT,International,Domestic,6758.0
AX,SYR,Domestic,Domestic,6749.0
Q6,GUA,International,International,6746.0
YV,ECP,Domestic,Domestic,6738.0
09Q,SJU,International,Domestic,6717.0
04Q,HPN,Domestic,Domestic,6710.0
9K,VQS,Domestic,Domestic,6702.0
YX,MDT,Domestic,Domestic,6694.0
AA,LIT,Domestic,Domestic,6689.0
09Q,MBJ,International,International,6689.0
KAT,AKN,Domestic,Domestic,6687.0
SY,DCA,Domestic,Domestic,6672.0
OH,HTS,Domestic,Domestic,6671.0
LH,TXL,International,International,6660.0
F9,ICT,Domestic,Domestic,6645.0
PT,IND,Domestic,Domestic,6644.0
2HQ,PWM,Domestic,Domestic,6639.0
VB,CVG,International,Domestic,6636.0
MW,LAX,Domestic,Domestic,6617.0
9E,MYR,Domestic,Domestic,6607.0
C5,TYS,Domestic,Domestic,6587.0
9E,FSD,Domestic,Domestic,6581.0
JJ,SSA,International,International,6579.0
F9,JAN,Domestic,Domestic,6553.0
9K,TBN,Domestic,Domestic,6537.0
UA,CLE,International,Domestic,6523.0
3F,WFB,Domestic,Domestic,6508.0
AX,CHS,Domestic,Domestic,6462.0
09Q,ACY,Domestic,Domestic,6450.0
OH,FPO,International,International,6446.0
C5,FAY,Domestic,Domestic,6423.0
EM,OGG,Domestic,Domestic,6419.0
4B,PDX,Domestic,Domestic,6409.0
7H,KSM,Domestic,Domestic,6401.0
ZW,CHS,Domestic,Domestic,6393.0
G7,MSY,Domestic,Domestic,6385.0
UA,SBA,Domestic,Domestic,6372.0
9K,MAZ,Domestic,Domestic,6368.0
OO,FLL,Domestic,Domestic,6348.0
ZX,OMA,International,Domestic,6343.0
OO,PBG,Domestic,Domestic,6336.0
H6,ANI,Domestic,Domestic,6318.0
DL,IAD,International,Domestic,6303.0
LJ,SPN,International,Domestic,6302.0
MQ,MLU,Domestic,Domestic,6301.0
BY,BRS,International,International,6300.0
EV,FSD,Domestic,Domestic,6297.0
9E,HRL,Domestic,Domestic,6270.0
UA,MTJ,Domestic,Domestic,6263.0
YV,DAY,Domestic,Domestic,6233.0
LR,MCO,International,Domestic,6198.0
XL,UIO,International,International,6184.0
5D,MCO,International,Domestic,6170.0
4B,PDT,Domestic,Domestic,6168.0
MQ,TYS,Domestic,Domestic,6168.0
UA,RFD,Domestic,Domestic,6152.0
OH,BWI,Domestic,Domestic,6148.0
04Q,ACK,Domestic,Domestic,6141.0
MQ,VPS,Domestic,Domestic,6135.0
MW,IPL,Domestic,Domestic,6134.0
OO,PNS,Domestic,Domestic,6122.0
G7,MYR,Domestic,Domestic,6110.0
DL,ANU,International,International,6096.0
BW,SVD,International,International,6090.0
LS,EWR,International,Domestic,6089.0
DL,BWI,International,Domestic,6074.0
C5,PQI,Domestic,Domestic,6053.0
CP,ONT,Domestic,Domestic,6034.0
YX,TPA,Domestic,Domestic,6022.0
Y4,CUU,International,International,6020.0
Q6,IAD,International,Domestic,6015.0
1AQ,SFB,Domestic,Domestic,5995.0
SY,DTW,Domestic,Domestic,5992.0
SY,PBI,Domestic,Domestic,5980.0
OO,VEL,Domestic,Domestic,5966.0
RV,YEG,International,International,5963.0
G7,JAC,Domestic,Domestic,5897.0
YX,BRO,Domestic,Domestic,5892.0
2HQ,EWR,Domestic,Domestic,5889.0
DL,BNA,International,Domestic,5877.0
F9,JAC,Domestic,Domestic,5872.0
ZW,CLE,Domestic,Domestic,5871.0
