Airline,Airport,Route_Type,Destination_Region,Passengers
13Q,MDW,International,Domestic,35.0
13Q,ERI,International,Domestic,35.0
5V,KYU,Domestic,Domestic,35.0
09Q,GTR,Domestic,Domestic,35.0
0WQ,BQH,International,International,35.0
ZW,TRI,Domestic,Domestic,35.0
1AQ,GTR,Domestic,Domestic,35.0
04Q,SXM,International,International,35.0
0WQ,DAL,Domestic,Domestic,35.0
27Q,MDW,International,Domestic,35.0
04Q,PA5,Domestic,Domestic,35.0
04Q,PYM,Domestic,Domestic,35.0
7H,VAK,Domestic,Domestic,35.0
9X,JHW,Domestic,Domestic,35.0
3AQ,KDK,Domestic,Domestic,35.0
4W,AET,Domestic,Domestic,34.0
LF,PUJ,International,International,34.0
LF,PLS,International,International,34.0
13Q,TMB,International,Domestic,34.0
0WQ,ASE,Domestic,Domestic,34.0
AX,RSW,Domestic,Domestic,34.0
13Q,YKF,International,International,34.0
1AQ,BQK,Domestic,Domestic,34.0
LF,NEW,Domestic,Domestic,34.0
AMQ,MCO,Domestic,Domestic,34.0
SVW,LAX,International,Domestic,34.0
09Q,LIR,International,International,34.0
LF,SUS,Domestic,Domestic,34.0
27Q,BNA,Domestic,Domestic,34.0
GL,SLK,Domestic,Domestic,34.0
NLQ,EWR,International,Domestic,34.0
AX,PGV,Domestic,Domestic,34.0
EV,BMG,Domestic,Domestic,34.0
LF,FXE,International,Domestic,34.0
KAH,RSJ,Domestic,Domestic,34.0
13Q,ORL,International,Domestic,34.0
ZW,SPI,Domestic,Domestic,34.0
04Q,BID,Domestic,Domestic,34.0
GL,BWG,Domestic,Domestic,33.0
AX,CMI,International,Domestic,33.0
7S,CHU,Domestic,Domestic,33.0
09Q,RSW,Domestic,Domestic,33.0
12Q,TEB,International,Domestic,33.0
AMQ,HOU,Domestic,Domestic,33.0
GL,ILM,International,Domestic,33.0
1AQ,RKS,Domestic,Domestic,33.0
7H,BTI,Domestic,Domestic,33.0
14Q,OGG,International,Domestic,33.0
AN,SFO,Domestic,Domestic,33.0
27Q,VRB,Domestic,Domestic,33.0
OO,GRR,International,Domestic,33.0
04Q,SJU,Domestic,Domestic,33.0
ZW,COS,Domestic,Domestic,33.0
AMQ,MYR,Domestic,Domestic,33.0
27Q,MHH,International,International,33.0
0BQ,TEB,International,Domestic,33.0
AJQ,CMH,Domestic,Domestic,33.0
AX,BFD,Domestic,Domestic,32.0
AJQ,MKE,Domestic,Domestic,32.0
AJQ,LUK,Domestic,Domestic,32.0
GL,SFO,Domestic,Domestic,32.0
AMQ,OCF,Domestic,Domestic,32.0
AJQ,IAD,Domestic,Domestic,32.0
04Q,ITH,Domestic,Domestic,32.0
13Q,PHL,International,Domestic,32.0
27Q,RDU,Domestic,Domestic,32.0
0BQ,STR,International,International,32.0
GL,RQZ,Domestic,Domestic,32.0
LF,MIA,Domestic,Domestic,32.0
04Q,TTN,Domestic,Domestic,32.0
WL,DSM,Domestic,Domestic,32.0
LF,ROA,Domestic,Domestic,32.0
SY,YUL,International,International,32.0
LF,EWR,International,Domestic,32.0
27Q,BOS,International,Domestic,32.0
V8,KLN,Domestic,Domestic,32.0
AX,MHT,Domestic,Domestic,32.0
KO,CDV,Domestic,Domestic,32.0
LF,PNE,Domestic,Domestic,32.0
9E,BOS,International,Domestic,32.0
LF,BKG,Domestic,Domestic,32.0
7S,KKI,Domestic,Domestic,32.0
LF,SLC,Domestic,Domestic,31.0
LF,YUL,International,International,31.0
2JQ,SLC,Domestic,Domestic,31.0
7H,SDP,Domestic,Domestic,31.0
1UQ,BGR,Domestic,Domestic,31.0
7S,SLQ,Domestic,Domestic,31.0
1AQ,MBS,Domestic,Domestic,31.0
AJQ,MHT,Domestic,Domestic,31.0
KO,HCR,Domestic,Domestic,31.0
KO,KTN,Domestic,Domestic,31.0
13Q,PLS,International,International,31.0
27Q,N4Y,Domestic,Domestic,31.0
8V,BTI,Domestic,Domestic,31.0
LF,MYR,Domestic,Domestic,31.0
LF,OPF,International,Domestic,31.0
0WQ,MVY,Domestic,Domestic,31.0
AX,MIA,Domestic,Domestic,31.0
1EQ,BZN,Domestic,Domestic,31.0
3AQ,DJN,Domestic,Domestic,31.0
LF,SAT,Domestic,Domestic,31.0
KV,RDU,International,Domestic,31.0
LF,GGT,International,International,30.0
LF,BOS,Domestic,Domestic,30.0
09Q,LGA,Domestic,Domestic,30.0
1ZQ,DYU,International,International,30.0
LF,CLT,International,Domestic,30.0
AN,CXL,Domestic,Domestic,30.0
LF,FTW,Domestic,Domestic,30.0
LF,SCE,Domestic,Domestic,30.0
VJT,PBI,International,Domestic,30.0
AJQ,SJC,International,Domestic,30.0
AJQ,YKA,International,International,30.0
09Q,INT,Domestic,Domestic,30.0
VJT,BCN,International,International,30.0
NLQ,CMH,International,Domestic,30.0
5V,TAL,Domestic,Domestic,30.0
5V,RMP,Domestic,Domestic,30.0
VJT,MAD,International,International,30.0
3M,MQY,Domestic,Domestic,30.0
3M,CAE,Domestic,Domestic,30.0
3M,MEM,Domestic,Domestic,30.0
3M,LEX,Domestic,Domestic,30.0
13Q,BDL,International,Domestic,30.0
AX,BAF,Domestic,Domestic,30.0
3M,UOX,Domestic,Domestic,30.0
7S,MCG,Domestic,Domestic,30.0
EV,BUF,International,Domestic,30.0
3M,GTR,Domestic,Domestic,30.0
3M,GSP,Domestic,Domestic,30.0
13Q,MIA,International,Domestic,30.0
02Q,EWR,International,Domestic,30.0
KS,BWI,Domestic,Domestic,30.0
3M,PIT,Domestic,Domestic,30.0
07Q,FAI,International,Domestic,30.0
3M,BTR,Domestic,Domestic,30.0
37Q,EDI,International,International,30.0
3M,AND,Domestic,Domestic,30.0
27Q,PIT,Domestic,Domestic,30.0
AX,HOU,Domestic,Domestic,30.0
XP,ABQ,Domestic,Domestic,30.0
7S,CKD,Domestic,Domestic,30.0
37Q,TUL,Domestic,Domestic,30.0
27Q,BZN,Domestic,Domestic,30.0
27Q,EGV,Domestic,Domestic,30.0
AX,BWG,Domestic,Domestic,30.0
7H,SHH,Domestic,Domestic,29.0
13Q,TEB,Domestic,Domestic,29.0
VJT,CIA,International,International,29.0
13Q,YYC,International,International,29.0
AMQ,FAR,Domestic,Domestic,29.0
7S,KLN,Domestic,Domestic,29.0
1ZQ,STN,International,International,29.0
V8,KLL,Domestic,Domestic,29.0
8V,SVS,Domestic,Domestic,29.0
0WQ,BZN,Domestic,Domestic,29.0
27Q,SJO,International,International,29.0
02Q,MIA,Domestic,Domestic,29.0
K2,MLL,Domestic,Domestic,29.0
7S,ZNC,Domestic,Domestic,29.0
VJT,PLS,International,International,29.0
1AQ,DAL,Domestic,Domestic,29.0
AC,YYJ,International,International,29.0
LF,BWG,Domestic,Domestic,29.0
ZW,BDL,Domestic,Domestic,29.0
13Q,PTK,International,Domestic,29.0
27Q,DAL,International,Domestic,29.0
4W,RBY,Domestic,Domestic,29.0
09Q,HTS,Domestic,Domestic,29.0
7H,FBK,Domestic,Domestic,29.0
04Q,ANU,International,International,29.0
13Q,MCO,International,Domestic,29.0
5V,HCR,Domestic,Domestic,29.0
7H,KTN,Domestic,Domestic,29.0
13Q,YVR,International,International,28.0
27Q,YYC,International,International,28.0
1BQ,SFB,Domestic,Domestic,28.0
WN,HDN,Domestic,Domestic,28.0
27Q,LTN,International,International,28.0
7H,AKP,Domestic,Domestic,28.0
13Q,IAD,International,Domestic,28.0
27Q,MI7,Domestic,Domestic,28.0
HBQ,SGY,Domestic,Domestic,28.0
LF,GDC,Domestic,Domestic,28.0
27Q,TLN,International,International,28.0
04Q,BVY,Domestic,Domestic,28.0
0WQ,NUQ,Domestic,Domestic,28.0
AJQ,PVD,Domestic,Domestic,28.0
7H,HSL,Domestic,Domestic,28.0
1AQ,SLC,Domestic,Domestic,28.0
14Q,SFO,International,Domestic,28.0
AJQ,CLE,Domestic,Domestic,28.0
ZK,MTJ,Domestic,Domestic,28.0
09Q,MLU,Domestic,Domestic,28.0
AX,MOB,Domestic,Domestic,28.0
AN,PSP,Domestic,Domestic,28.0
LF,YYZ,International,International,27.0
V8,UNK,Domestic,Domestic,27.0
LF,QMA,Domestic,Domestic,27.0
27Q,HNL,International,Domestic,27.0
9E,LEX,International,Domestic,27.0
04Q,ISP,Domestic,Domestic,27.0
7S,OOK,Domestic,Domestic,27.0
02Q,LAX,Domestic,Domestic,27.0
15Q,LTN,International,International,27.0
AJQ,OMA,Domestic,Domestic,27.0
27Q,PBI,International,Domestic,27.0
04Q,AUG,Domestic,Domestic,27.0
YV,SHV,International,Domestic,27.0
1UQ,LAX,Domestic,Domestic,27.0
15Q,NCE,International,International,27.0
KV,CLT,International,Domestic,27.0
27Q,DTW,Domestic,Domestic,27.0
13Q,CPR,Domestic,Domestic,27.0
04Q,BHB,Domestic,Domestic,27.0
EV,MLB,International,Domestic,27.0
8V,BRW,Domestic,Domestic,27.0
AJQ,AFW,Domestic,Domestic,27.0
AMQ,DSM,Domestic,Domestic,27.0
13Q,JFK,International,Domestic,27.0
13Q,IND,International,Domestic,27.0
0WQ,FAR,Domestic,Domestic,27.0
7S,TLT,Domestic,Domestic,27.0
LF,FNL,Domestic,Domestic,27.0
LF,TN2,Domestic,Domestic,27.0
VJT,YVR,International,International,27.0
04Q,ALB,Domestic,Domestic,27.0
27Q,MCO,Domestic,Domestic,27.0
1EQ,NUQ,Domestic,Domestic,27.0
VJT,HKG,International,International,27.0
LF,BFM,Domestic,Domestic,27.0
HBQ,KLW,Domestic,Domestic,26.0
KO,ANI,Domestic,Domestic,26.0
CAZ,TEB,International,Domestic,26.0
8E,BTI,Domestic,Domestic,26.0
27Q,IAD,International,Domestic,26.0
13Q,ACK,Domestic,Domestic,26.0
VJT,STN,International,International,26.0
1AQ,MQY,Domestic,Domestic,26.0
NLQ,YHU,International,International,26.0
VJT,BED,International,Domestic,26.0
1ZQ,RUH,International,International,26.0
VJT,CMH,International,Domestic,26.0
SVW,BGR,International,Domestic,26.0
04Q,JFK,Domestic,Domestic,26.0
LF,PDX,Domestic,Domestic,26.0
LF,HVN,Domestic,Domestic,26.0
2LQ,MPB,Domestic,Domestic,26.0
H6,TOG,Domestic,Domestic,26.0
AX,HUF,Domestic,Domestic,26.0
13Q,MKE,International,Domestic,26.0
1EQ,DSM,Domestic,Domestic,26.0
MQ,SJU,Domestic,Domestic,26.0
LF,ABQ,Domestic,Domestic,26.0
27Q,TPA,Domestic,Domestic,26.0
AMQ,HUF,Domestic,Domestic,26.0
5V,IRC,Domestic,Domestic,26.0
H6,AKN,Domestic,Domestic,26.0
AX,BFI,Domestic,Domestic,26.0
13Q,PVD,International,Domestic,26.0
YX,MGM,Domestic,Domestic,26.0
LF,IAD,International,Domestic,26.0
9E,ERI,Domestic,Domestic,26.0
25Q,KIV,International,International,26.0
13Q,SUS,International,Domestic,26.0
Z3,PIP,Domestic,Domestic,25.0
7H,OME,Domestic,Domestic,25.0
04Q,LKP,Domestic,Domestic,25.0
8V,WBQ,Domestic,Domestic,25.0
0WQ,KOA,Domestic,Domestic,25.0
GV,AKI,Domestic,Domestic,25.0
0WQ,NAS,International,International,25.0
8C,AUS,Domestic,Domestic,25.0
KAH,BLI,Domestic,Domestic,25.0
AC,PDX,Domestic,Domestic,25.0
AC,PTK,Domestic,Domestic,25.0
7S,SCC,Domestic,Domestic,25.0
KAH,RCE,International,Domestic,25.0
EV,SJT,Domestic,Domestic,25.0
LF,YWG,International,International,25.0
LF,JXN,Domestic,Domestic,25.0
V8,AIN,Domestic,Domestic,25.0
XP,FNT,Domestic,Domestic,25.0
5V,AK7,Domestic,Domestic,25.0
LF,MOT,Domestic,Domestic,25.0
AMQ,ALO,Domestic,Domestic,25.0
LF,MKE,International,Domestic,25.0
LF,YAM,International,International,25.0
AX,MWA,Domestic,Domestic,25.0
4B,GCK,Domestic,Domestic,25.0
VJT,TLV,International,International,25.0
VJT,BJL,International,International,25.0
VJT,BRU,International,International,25.0
1UQ,KEF,International,International,25.0
1EQ,CLT,Domestic,Domestic,25.0
AJQ,CVG,Domestic,Domestic,25.0
1UQ,BGR,International,Domestic,25.0
VJT,JFK,International,Domestic,25.0
CRV,KEF,International,International,25.0
VJT,SNN,International,International,25.0
8C,PVD,Domestic,Domestic,24.0
27Q,LAS,International,Domestic,24.0
LF,CHA,Domestic,Domestic,24.0
0QQ,FAB,International,International,24.0
KS,OME,Domestic,Domestic,24.0
2O,SKJ,Domestic,Domestic,24.0
AX,PUW,Domestic,Domestic,24.0
7S,FVQ,Domestic,Domestic,24.0
04Q,SYR,Domestic,Domestic,24.0
04Q,MDW,Domestic,Domestic,24.0
I4,KAE,Domestic,Domestic,24.0
27Q,DCA,Domestic,Domestic,24.0
0WQ,FLL,International,Domestic,24.0
27Q,CLD,Domestic,Domestic,24.0
27Q,BWI,Domestic,Domestic,24.0
MQ,BUR,Domestic,Domestic,24.0
AX,GYY,Domestic,Domestic,24.0
V8,KCL,Domestic,Domestic,24.0
V8,NNK,Domestic,Domestic,24.0
04Q,CPX,Domestic,Domestic,24.0
1AQ,SAN,Domestic,Domestic,24.0
1ZQ,GVA,International,International,24.0
04Q,BLM,Domestic,Domestic,24.0
37Q,DAL,Domestic,Domestic,24.0
0WQ,ANU,International,International,24.0
SVW,LBG,International,International,24.0
AC,GDL,International,International,24.0
12Q,LBG,International,International,24.0
AN,OTH,Domestic,Domestic,24.0
LF,IGM,Domestic,Domestic,24.0
LF,SAV,Domestic,Domestic,24.0
7S,BRW,Domestic,Domestic,24.0
SVW,KIV,International,International,24.0
13Q,CLE,International,Domestic,24.0
MQ,STS,Domestic,Domestic,24.0
LF,CVG,Domestic,Domestic,24.0
MQ,EDW,Domestic,Domestic,23.0
8E,KOT,Domestic,Domestic,23.0
27Q,CLT,Domestic,Domestic,23.0
27Q,BUF,Domestic,Domestic,23.0
J5,WRG,Domestic,Domestic,23.0
GV,MLL,Domestic,Domestic,23.0
3AQ,JLA,Domestic,Domestic,23.0
AC,GSO,Domestic,Domestic,23.0
V8,BTI,Domestic,Domestic,23.0
LF,MDT,Domestic,Domestic,23.0
0Q,LBG,International,International,23.0
LF,LAX,Domestic,Domestic,23.0
K2,ANI,Domestic,Domestic,23.0
LF,EGE,Domestic,Domestic,23.0
02Q,YQX,International,International,23.0
VJT,MEM,International,Domestic,23.0
VJT,OPF,International,Domestic,23.0
LF,DPA,Domestic,Domestic,23.0
AMQ,BEL,International,International,23.0
LF,SFO,International,Domestic,23.0
4B,COS,Domestic,Domestic,23.0
27Q,SDF,Domestic,Domestic,23.0
27Q,OPF,International,Domestic,23.0
AN,RNO,Domestic,Domestic,23.0
AN,LAX,Domestic,Domestic,23.0
04Q,SWF,Domestic,Domestic,23.0
AN,SAN,Domestic,Domestic,23.0
LF,CRW,Domestic,Domestic,23.0
04Q,SLK,Domestic,Domestic,23.0
MQ,PAM,Domestic,Domestic,23.0
27Q,LUK,Domestic,Domestic,22.0
AJQ,HTS,Domestic,Domestic,22.0
1YQ,SJU,Domestic,Domestic,22.0
1XQ,TEB,International,Domestic,22.0
27Q,SYR,Domestic,Domestic,22.0
7S,MLL,Domestic,Domestic,22.0
LF,FSD,Domestic,Domestic,22.0
VJT,CIW,International,International,22.0
14Q,LAS,Domestic,Domestic,22.0
7S,KWN,Domestic,Domestic,22.0
VJT,PVG,International,International,22.0
K2,KSM,Domestic,Domestic,22.0
13Q,BDA,International,International,22.0
14Q,GEG,International,Domestic,22.0
02Q,MCO,Domestic,Domestic,22.0
ELL,MYK,Domestic,Domestic,22.0
7S,TNK,Domestic,Domestic,22.0
27Q,ILG,Domestic,Domestic,22.0
0WQ,HOU,Domestic,Domestic,22.0
27Q,ORL,Domestic,Domestic,22.0
MQ,BAB,Domestic,Domestic,22.0
27Q,PGA,Domestic,Domestic,22.0
14Q,SUN,Domestic,Domestic,22.0
5V,VEE,Domestic,Domestic,22.0
27Q,SCF,International,Domestic,22.0
MQ,RIV,Domestic,Domestic,22.0
27Q,ATL,Domestic,Domestic,22.0
04Q,PHL,Domestic,Domestic,22.0
27Q,SAV,Domestic,Domestic,22.0
LF,PIR,Domestic,Domestic,22.0
MQ,CLL,International,Domestic,21.0
YR,SCF,Domestic,Domestic,21.0
LF,DTW,Domestic,Domestic,21.0
K3,DOF,Domestic,Domestic,21.0
VJT,OLB,International,International,21.0
LF,ILM,Domestic,Domestic,21.0
LF,STL,Domestic,Domestic,21.0
Unknown,EWB,Domestic,Domestic,21.0
KV,PIT,International,Domestic,21.0
02Q,ATL,Domestic,Domestic,21.0
27Q,ADS,Domestic,Domestic,21.0
1ZQ,JFK,Domestic,Domestic,21.0
EV,MSN,International,Domestic,21.0
04Q,EEN,Domestic,Domestic,21.0
27Q,MRY,Domestic,Domestic,21.0
0WQ,VNY,International,Domestic,21.0
8V,SHX,Domestic,Domestic,21.0
0WQ,PDK,Domestic,Domestic,21.0
3AQ,AKK,Domestic,Domestic,21.0
3AQ,CXF,Domestic,Domestic,21.0
AN,FAT,Domestic,Domestic,21.0
5V,NIB,Domestic,Domestic,21.0
5D,REX,International,International,21.0
3F,NKI,Domestic,Domestic,21.0
8E,AUK,Domestic,Domestic,21.0
02Q,ATL,International,Domestic,21.0
4W,NUL,Domestic,Domestic,21.0
02Q,PSM,International,Domestic,21.0
14Q,OTH,Domestic,Domestic,20.0
27Q,ENW,Domestic,Domestic,20.0
2HQ,PHX,Domestic,Domestic,20.0
X4,HNH,Domestic,Domestic,20.0
1UQ,LTN,International,International,20.0
7S,EMK,Domestic,Domestic,20.0
LF,PNS,Domestic,Domestic,20.0
LF,FAR,Domestic,Domestic,20.0
27Q,MSN,Domestic,Domestic,20.0
7S,HOM,Domestic,Domestic,20.0
13Q,UST,International,Domestic,20.0
VJT,PEK,International,International,20.0
LF,YVR,International,International,20.0
0WQ,BGR,International,Domestic,20.0
04Q,BKL,Domestic,Domestic,20.0
VJT,VKO,International,International,20.0
H6,MHM,Domestic,Domestic,20.0
LF,SRQ,Domestic,Domestic,20.0
H6,ORT,Domestic,Domestic,20.0
27Q,GCM,International,International,20.0
VJT,ATH,International,International,20.0
27Q,ESN,Domestic,Domestic,20.0
27Q,SUA,Domestic,Domestic,20.0
5V,ARC,Domestic,Domestic,20.0
K3,ZXH,Domestic,Domestic,20.0
YX,MKE,International,Domestic,20.0
2LQ,OPF,International,Domestic,20.0
13Q,PUJ,International,International,20.0
1XQ,LBG,International,International,20.0
MQ,MUO,Domestic,Domestic,20.0
13Q,SAV,International,Domestic,20.0
AX,YNG,Domestic,Domestic,20.0
25Q,BGR,International,Domestic,20.0
04Q,PIT,Domestic,Domestic,20.0
2LQ,PBI,International,Domestic,20.0
27Q,RST,Domestic,Domestic,20.0
0WQ,SLC,Domestic,Domestic,20.0
G7,LGA,Domestic,Domestic,20.0
LF,OLV,Domestic,Domestic,20.0
27Q,SRQ,Domestic,Domestic,20.0
27Q,STL,Domestic,Domestic,20.0
2LQ,WTD,International,International,20.0
14Q,YCD,International,International,19.0
GL,AWK,Domestic,Domestic,19.0
27Q,KOA,Domestic,Domestic,19.0
GL,ADW,Domestic,Domestic,19.0
SVW,IAD,Domestic,Domestic,19.0
2O,DLG,Domestic,Domestic,19.0
14Q,YLW,International,International,19.0
27Q,MKC,Domestic,Domestic,19.0
8E,ATK,Domestic,Domestic,19.0
27Q,MSP,International,Domestic,19.0
V8,ENA,Domestic,Domestic,19.0
2O,A03,Domestic,Domestic,19.0
2LQ,CCZ,International,International,19.0
27Q,MEM,International,Domestic,19.0
13Q,SXM,International,International,19.0
LF,SOP,Domestic,Domestic,19.0
13Q,YLW,International,International,19.0
27Q,YIP,Domestic,Domestic,19.0
LF,SUA,Domestic,Domestic,19.0
KAH,WA1,Domestic,Domestic,19.0
GL,SZB,International,International,19.0
LF,RBW,Domestic,Domestic,19.0
27Q,TTN,International,Domestic,19.0
13Q,LUK,Domestic,Domestic,19.0
VJT,MRS,International,International,19.0
KAH,FBS,International,Domestic,19.0
13Q,MSY,Domestic,Domestic,19.0
K2,HCR,Domestic,Domestic,19.0
AC,HOU,Domestic,Domestic,19.0
27Q,YRQ,International,International,19.0
0WQ,KOA,International,Domestic,18.0
ZK,CYS,Domestic,Domestic,18.0
K2,ZNC,Domestic,Domestic,18.0
4B,DMN,Domestic,Domestic,18.0
0WQ,MDW,Domestic,Domestic,18.0
04Q,YCL,International,International,18.0
3DQ,ORH,Domestic,Domestic,18.0
04Q,GFL,Domestic,Domestic,18.0
SVW,TEB,International,Domestic,18.0
RJ,LAX,International,Domestic,18.0
27Q,ACK,Domestic,Domestic,18.0
8V,NUI,Domestic,Domestic,18.0
VJT,DAL,International,Domestic,18.0
5V,WCR,Domestic,Domestic,18.0
37Q,SFO,Domestic,Domestic,18.0
2O,AKN,Domestic,Domestic,18.0
V8,FAI,Domestic,Domestic,18.0
27Q,ALB,Domestic,Domestic,18.0
YR,SGU,Domestic,Domestic,18.0
27Q,ANU,International,International,18.0
04Q,HGR,Domestic,Domestic,18.0
VJT,GRU,International,International,18.0
0WQ,ABQ,Domestic,Domestic,18.0
27Q,BDA,International,International,18.0
VJT,ZRH,International,International,18.0
5V,VIK,Domestic,Domestic,18.0
0WQ,SAT,Domestic,Domestic,18.0
AMQ,IND,Domestic,Domestic,18.0
04Q,BGR,International,Domestic,18.0
13Q,FAR,International,Domestic,18.0
14Q,YEG,International,International,18.0
4B,TUP,Domestic,Domestic,18.0
LF,YEM,International,International,18.0
27Q,SUS,Domestic,Domestic,18.0
13Q,YLS,International,International,18.0
13Q,HSV,International,Domestic,18.0
V8,KFP,Domestic,Domestic,18.0
7S,DLG,Domestic,Domestic,18.0
27Q,LLY,Domestic,Domestic,18.0
VJT,BNA,International,Domestic,18.0
14Q,OAK,International,Domestic,18.0
V8,KEK,Domestic,Domestic,18.0
34Q,HPN,Domestic,Domestic,17.0
8E,OHC,Domestic,Domestic,17.0
K2,CHU,Domestic,Domestic,17.0
27Q,AGC,Domestic,Domestic,17.0
13Q,CAK,International,Domestic,17.0
13Q,CMH,International,Domestic,17.0
5V,KGX,Domestic,Domestic,17.0
4W,KAL,Domestic,Domestic,17.0
04Q,MSV,Domestic,Domestic,17.0
LF,PWK,Domestic,Domestic,17.0
27Q,BGI,International,International,17.0
13Q,MSO,Domestic,Domestic,17.0
K3,HYG,Domestic,Domestic,17.0
7S,OME,Domestic,Domestic,17.0
VJT,ORK,International,International,17.0
7H,FYU,Domestic,Domestic,17.0
13Q,ILM,International,Domestic,17.0
3AQ,NUI,Domestic,Domestic,17.0
VJT,DSS,International,International,17.0
7H,ABL,Domestic,Domestic,17.0
V8,KGK,Domestic,Domestic,17.0
27Q,FTY,Domestic,Domestic,17.0
0WQ,RIL,Domestic,Domestic,17.0
8V,MCG,Domestic,Domestic,17.0
8V,MLY,Domestic,Domestic,17.0
AN,PRB,Domestic,Domestic,17.0
5V,CXF,Domestic,Domestic,17.0
0WQ,SUN,Domestic,Domestic,17.0
15Q,DSM,Domestic,Domestic,17.0
27Q,ICT,Domestic,Domestic,17.0
27Q,OKC,Domestic,Domestic,17.0
27Q,HVN,Domestic,Domestic,17.0
LF,UT1,Domestic,Domestic,17.0
13Q,APA,International,Domestic,17.0
KO,KOT,Domestic,Domestic,17.0
27Q,BKL,Domestic,Domestic,17.0
7S,HPB,Domestic,Domestic,17.0
AN,SMO,Domestic,Domestic,17.0
04Q,ORF,Domestic,Domestic,17.0
7S,EEK,Domestic,Domestic,17.0
04Q,OWD,Domestic,Domestic,17.0
04Q,BWI,Domestic,Domestic,17.0
04Q,SAT,Domestic,Domestic,16.0
LF,AL3,Domestic,Domestic,16.0
LF,MOB,Domestic,Domestic,16.0
4B,BJC,Domestic,Domestic,16.0
7S,KKH,Domestic,Domestic,16.0
5V,MCG,Domestic,Domestic,16.0
3AQ,SWD,Domestic,Domestic,16.0
VJT,LGA,International,Domestic,16.0
13Q,SAA,Domestic,Domestic,16.0
SVW,KEF,International,International,16.0
13Q,SDF,International,Domestic,16.0
LF,MDW,International,Domestic,16.0
27Q,SJC,International,Domestic,16.0
LF,ESF,Domestic,Domestic,16.0
VJT,GYE,International,International,16.0
0WQ,PPT,International,International,16.0
LF,MTN,Domestic,Domestic,16.0
04Q,YQA,International,International,16.0
15Q,EWR,International,Domestic,16.0
15Q,BMA,International,International,16.0
XP,ELP,International,Domestic,16.0
KO,ADQ,Domestic,Domestic,16.0
0QQ,LAX,International,Domestic,16.0
27Q,PDX,Domestic,Domestic,16.0
27Q,DFW,Domestic,Domestic,16.0
27Q,DEN,Domestic,Domestic,16.0
15Q,PWK,International,Domestic,16.0
17Q,GVA,International,International,16.0
1BQ,IND,Domestic,Domestic,16.0
LF,SSI,Domestic,Domestic,16.0
VJT,YYZ,International,International,16.0
KO,SHX,Domestic,Domestic,16.0
LF,SFO,Domestic,Domestic,16.0
34Q,KOA,Domestic,Domestic,16.0
VJT,PSP,International,Domestic,16.0
27Q,TUS,Domestic,Domestic,16.0
37Q,MDW,Domestic,Domestic,16.0
LF,SAN,Domestic,Domestic,16.0
7S,RDV,Domestic,Domestic,16.0
7S,OTZ,Domestic,Domestic,16.0
3AQ,CKU,Domestic,Domestic,16.0
27Q,ABQ,International,Domestic,16.0
KAH,YVR,International,International,16.0
14Q,SAN,Domestic,Domestic,16.0
VJT,ORD,International,Domestic,16.0
09Q,MTY,International,International,16.0
GV,WBB,Domestic,Domestic,16.0
VJT,APW,International,International,16.0
AN,GYR,Domestic,Domestic,16.0
VJT,AMS,International,International,16.0
GL,MDT,Domestic,Domestic,16.0
GL,FRG,Domestic,Domestic,16.0
V8,PTH,Domestic,Domestic,16.0
1YQ,BQN,International,Domestic,16.0
VJT,BMA,International,International,16.0
04Q,HFD,Domestic,Domestic,16.0
VJT,ATL,International,Domestic,16.0
1UQ,SNN,International,International,16.0
AN,MMH,Domestic,Domestic,16.0
VJT,BHX,International,International,16.0
GL,SCU,International,International,16.0
V8,HOM,Domestic,Domestic,15.0
XP,IAH,International,Domestic,15.0
27Q,PUJ,International,International,15.0
09Q,SAN,International,Domestic,15.0
27Q,STS,Domestic,Domestic,15.0
7S,SRV,Domestic,Domestic,15.0
GV,TLT,Domestic,Domestic,15.0
27Q,PHX,Domestic,Domestic,15.0
K2,EMK,Domestic,Domestic,15.0
27Q,STP,Domestic,Domestic,15.0
LF,JBR,Domestic,Domestic,15.0
04Q,AGC,Domestic,Domestic,15.0
04Q,PWM,Domestic,Domestic,15.0
LF,YYC,International,International,15.0
04Q,LUK,Domestic,Domestic,15.0
0WQ,BWI,Domestic,Domestic,15.0
13Q,LRM,International,International,15.0
13Q,CNM,Domestic,Domestic,15.0
04Q,RUT,Domestic,Domestic,15.0
0WQ,HPN,Domestic,Domestic,15.0
5V,WBQ,Domestic,Domestic,15.0
0WQ,RNO,Domestic,Domestic,15.0
27Q,DSM,Domestic,Domestic,15.0
KAH,LPS,Domestic,Domestic,15.0
2LQ,MTH,Domestic,Domestic,15.0
2LQ,HBI,International,International,15.0
AN,APA,Domestic,Domestic,15.0
VJT,MMU,International,Domestic,15.0
8E,CDL,Domestic,Domestic,15.0
VJT,MFM,International,International,15.0
13Q,MBJ,International,International,15.0
VJT,OAK,International,Domestic,15.0
Z3,UGS,Domestic,Domestic,15.0
09Q,LRD,International,Domestic,15.0
04Q,YSJ,International,International,15.0
8V,A26,Domestic,Domestic,15.0
VJT,LIN,International,International,15.0
3AQ,GAL,Domestic,Domestic,15.0
LF,PIT,International,Domestic,15.0
27Q,LNK,Domestic,Domestic,15.0
27Q,TLH,Domestic,Domestic,15.0
LF,RST,Domestic,Domestic,15.0
1ZQ,SJC,International,Domestic,15.0
7S,NUP,Domestic,Domestic,15.0
LF,LOT,Domestic,Domestic,15.0
4B,LBB,Domestic,Domestic,15.0
7S,TCT,Domestic,Domestic,15.0
