Airline,Dest_Airport,Passengers
Sun Country Airlines d/b/a MN Airlines,PVD,249.0
TEM Enterprises dba  Avelo Airlines,PHX,248.0
United Air Lines Inc.,BNE,248.0
Atlas Air Inc.,MIA,247.0
Atlas Air Inc.,MSP,246.0
Unknown,BIM,245.0
Miami Air International,GRB,245.0
"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",MCI,244.0
Warbelow,BTI,243.0
Air Canada,JFK,243.0
Warbelow,TAL,243.0
Air Canada,SJC,243.0
United Air Lines Inc.,YHZ,243.0
"Eastern Airlines f/k/a Dynamic Airways, LLC",TUS,241.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",YOW,241.0
Atlas Air Inc.,ORD,241.0
Compagnia Aerea Italiana,PSA,241.0
Sun Country Airlines d/b/a MN Airlines,LBB,241.0
Republic Airline,CFG,240.0
Omni Air International LLC,MCI,240.0
Aerodynamics Inc. d/b/a SkyValue d/b/a SkyValue Airways,FTW,239.0
Bahamasair Holding Limited,ORD,238.0
Tap-Portuguese Airlines,RSW,237.0
Omni Air International LLC,BIF,237.0
Atlas Air Inc.,SFO,237.0
ExpressJet Airlines LLC,RSW,236.0
Miami Air International,YHU,236.0
ExpressJet Airlines LLC,MIA,235.0
Lufthansa German Airlines,MSP,235.0
Delta Air Lines Inc.,YQX,234.0
Southwest Airlines Co.,BPT,234.0
Southwest Airlines Co.,DFW,234.0
CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,TPA,234.0
"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",MEM,233.0
"Eastern Airlines f/k/a Dynamic Airways, LLC",MEM,232.0
TEM Enterprises dba  Avelo Airlines,GRR,231.0
Atlas Air Inc.,PHX,231.0
Iberia Air Lines Of Spain,ZAZ,230.0
Lan Ecuador,MCO,230.0
Allegiant Air,MDW,229.0
TUI Airlines Nederland B.V.,EWR,228.0
Lufthansa German Airlines,LHR,228.0
TEM Enterprises dba  Avelo Airlines,ICT,227.0
Miami Air International,TTN,227.0
Tradewind Aviation,BED,227.0
TEM Enterprises dba  Avelo Airlines,AGS,227.0
Trans States Airlines,ATL,227.0
Air Canada,ATL,226.0
PSA Airlines Inc.,BOS,226.0
Delta Air Lines Inc.,LAN,226.0
United Air Lines Inc.,ATQ,225.0
JetBlue Airways,IND,224.0
Philippine Airlines Inc.,HND,224.0
Delta Air Lines Inc.,MDZ,224.0
Endeavor Air Inc.,SWF,224.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",SPS,223.0
Mesa Airlines Inc.,TPA,223.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CFG,223.0
Aeromexico,ZIH,223.0
Miami Air International,CLE,222.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",TYS,222.0
TEM Enterprises dba  Avelo Airlines,JAX,222.0
Allegiant Air,AEX,221.0
Allegiant Air,LFI,220.0
TEM Enterprises dba  Avelo Airlines,HUX,219.0
"Aeroenlaces Nacionales, S.A. de C.V. d/b/a VivaAerobus",QRO,219.0
Klm Royal Dutch Airlines,RTM,219.0
CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,FLL,219.0
Air Canada,BWI,219.0
Compagnia Aerea Italiana,FLL,219.0
VistaJet Limited,LAX,219.0
Miami Air International,ONT,219.0
Mesa Airlines Inc.,DEN,218.0
Ameristar Air Cargo,BTR,218.0
"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",EWR,218.0
Omni Air International LLC,CUN,218.0
Omni Air International LLC,CVG,217.0
Virgin Atlantic Airways,SLC,216.0
"KaiserAir, Inc.",YVR,216.0
Southwest Airlines Co.,MDT,216.0
TUI Airlines Nederland B.V.,GLA,216.0
United Air Lines Inc.,VER,216.0
Compagnie Natl Air France,YHZ,216.0
United Air Lines Inc.,JFK,215.0
Atlas Air Inc.,GCM,215.0
Virgin Atlantic Airways,JAX,215.0
"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",LIR,215.0
Sun Country Airlines d/b/a MN Airlines,SKB,214.0
"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",LRM,214.0
"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",JFK,214.0
Miami Air International,SMF,214.0
"Eastern Airlines f/k/a Dynamic Airways, LLC",PIT,213.0
Nolinor Aviation,YPQ,213.0
Japan Air Lines Co. Ltd.,OKA,211.0
"Jet Aviation Flight Services, Inc.",PBI,211.0
ExpressJet Airlines LLC,PHL,210.0
Sky Regional Airlines Inc.,YOW,210.0
"Eastern Airlines f/k/a Dynamic Airways, LLC",PBI,209.0
"Eastern Airlines f/k/a Dynamic Airways, LLC",BHM,209.0
British Airways Plc,DTW,209.0
Atlas Air Inc.,SHV,209.0
Omni Air International LLC,GGG,209.0
CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,BIM,209.0
Allegiant Air,MIA,208.0
Sun Country Airlines d/b/a MN Airlines,GRK,207.0
Trans States Airlines,LGA,207.0
Lan-Chile Airlines,IAD,207.0
Miami Air International,YWG,207.0
Lan Ecuador,MIA,206.0
"Jet Aviation Flight Services, Inc.",CMH,206.0
Boutique Air,DEN,206.0
Miami Air International,LUK,206.0
Miami Air International,ORD,205.0
Allegiant Air,MHR,205.0
Jet2.com,EMA,205.0
Tradewind Aviation,STT,204.0
Delta Air Lines Inc.,GYE,204.0
Etihad Airways,OTP,204.0
Omni Air International LLC,SFO,204.0
Scott Air LLC dba Island Air Express,KTN,203.0
Allegiant Air,IAD,203.0
CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,PHF,203.0
Aeromexico,TPA,202.0
Republic Airline,PHF,202.0
British Airways Plc,BDL,202.0
Sun Country Airlines d/b/a MN Airlines,ILM,201.0
United Air Lines Inc.,PNI,201.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",ONT,200.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",DAY,200.0
Miami Air International,TLH,200.0
Atlas Air Inc.,LCK,199.0
"Jet Aviation Flight Services, Inc.",LAS,199.0
Miami Air International,SJC,199.0
Jazz Aviation LP,BNA,199.0
Sun Country Airlines d/b/a MN Airlines,BUF,198.0
Oceanair Linhas Aereas S A,IAD,198.0
JetBlue Airways,OMA,198.0
Allegiant Air,SVN,198.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",FYV,197.0
Aerodynamics Inc. d/b/a SkyValue d/b/a SkyValue Airways,PIT,197.0
United Air Lines Inc.,VCP,197.0
GoJet Airlines LLC d/b/a United Express,PUB,196.0
American Airlines Inc.,MDZ,196.0
Air Canada,CLT,196.0
Mesa Airlines Inc.,CLL,196.0
Spirit Air Lines,OMA,195.0
United Air Lines Inc.,BSB,195.0
Atlas Air Inc.,DEN,195.0
TEM Enterprises dba  Avelo Airlines,ELP,194.0
"Eastern Airlines f/k/a Dynamic Airways, LLC",MCO,194.0
Air Europa,BWI,194.0
London Air Services Limited,LAS,194.0
Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,FAI,194.0
Omni Air International LLC,GEG,194.0
American Airlines Inc.,YYC,194.0
National Air Cargo Group Inc d/ba National Airlines,SHV,194.0
National Air Cargo Group Inc d/ba National Airlines,PHL,193.0
Delta Air Lines Inc.,SYA,193.0
Ameristar Air Cargo,OMA,193.0
Bering Air Inc.,LUR,192.0
Air Canada,PEK,192.0
Delta Air Lines Inc.,ABI,192.0
TEM Enterprises dba  Avelo Airlines,CLL,192.0
Miami Air International,SJD,192.0
Scandinavian Airlines Sys.,BDL,191.0
Ameristar Air Cargo,FYV,191.0
Delta Air Lines Inc.,MWH,191.0
United Air Lines Inc.,TSN,191.0
National Air Cargo Group Inc d/ba National Airlines,JAX,190.0
National Air Cargo Group Inc d/ba National Airlines,MCO,190.0
Delta Air Lines Inc.,AMA,189.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",GRR,189.0
Nolinor Aviation,YYZ,189.0
Grant Aviation,BET,189.0
Norwegian Air International Ltd.,YYR,189.0
National Air Cargo Group Inc d/ba National Airlines,AEX,189.0
JetBlue Airways,ILM,188.0
Delta Air Lines Inc.,LGB,188.0
Virgin Atlantic Airways,SNN,188.0
Ryan Air f/k/a Arctic Transportation,ANC,187.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",YIP,187.0
National Air Cargo Group Inc d/ba National Airlines,ELP,187.0
"Porter Airlines, Inc.",YOW,186.0
Norwegian Air International Ltd.,BWI,184.0
Cathay Pacific Airways Ltd.,TPE,183.0
Atlas Air Inc.,FLL,182.0
"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",JAX,182.0
Omni Air International LLC,SAN,182.0
National Air Cargo Group Inc d/ba National Airlines,BGR,181.0
Allegiant Air,DMA,181.0
Miami Air International,YIP,181.0
Aerodynamics Inc. d/b/a SkyValue d/b/a SkyValue Airways,BED,181.0
Spirit Air Lines,TUL,181.0
Allegiant Air,COU,180.0
United Air Lines Inc.,JAN,179.0
Spirit Air Lines,CHS,178.0
Spirit Air Lines,HOU,178.0
Atlas Air Inc.,MSY,177.0
"Eastern Airlines f/k/a Dynamic Airways, LLC",NAS,177.0
Avjet Corporation,LAS,176.0
Omni Air International LLC,IND,176.0
Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),EWR,176.0
Envoy Air,MCO,176.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",OAK,176.0
Miami Air International,TUL,176.0
Sky Regional Airlines Inc.,DTW,175.0
Aeromexico,OAK,175.0
Air Transat,LAS,175.0
Air Transat,YOW,175.0
Alaska Airlines Inc.,BHM,175.0
Norwegian Air International Ltd.,YYT,175.0
Aeromexico,MZT,175.0
American Airlines Inc.,TER,175.0
Envoy Air,TPA,174.0
Omni Air International LLC,ATL,174.0
Virgin Atlantic Airways,YHZ,174.0
Alaska Airlines Inc.,JAX,174.0
Sun Country Airlines d/b/a MN Airlines,MKE,173.0
United Air Lines Inc.,ILM,172.0
Alaska Airlines Inc.,MAF,172.0
Omni Air International LLC,BNA,172.0
Delta Air Lines Inc.,YJT,172.0
Envoy Air,FLL,172.0
Spirit Air Lines,ABQ,170.0
Tradewind Aviation,AXA,170.0
Hageland Aviation Service,OTZ,169.0
Alaska Airlines Inc.,TUL,168.0
Delta Air Lines Inc.,ACT,168.0
Ameristar Air Cargo,PHL,168.0
Alaska Airlines Inc.,ICT,168.0
Miami Air International,TUS,168.0
Virgin Atlantic Airways,PHL,168.0
Virgin Atlantic Airways,OAK,167.0
Miami Air International,YXU,167.0
Alaska Airlines Inc.,SHV,166.0
Alaska Airlines Inc.,MSN,166.0
Virgin Atlantic Airways,BNA,166.0
Sun Country Airlines d/b/a MN Airlines,YWG,165.0
Iliamna Air Taxi,AKN,165.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",BFI,164.0
National Air Cargo Group Inc d/ba National Airlines,LAX,164.0
TEM Enterprises dba  Avelo Airlines,BQN,164.0
National Air Cargo Group Inc d/ba National Airlines,MEM,164.0
Sun Country Airlines d/b/a MN Airlines,CVG,163.0
"KaiserAir, Inc.",RDU,163.0
Omni Air International LLC,DAC,163.0
American Airlines Inc.,BED,162.0
American Airlines Inc.,BUR,162.0
Delta Air Lines Inc.,PAE,162.0
Miami Air International,MBJ,162.0
Japan Air Lines Co. Ltd.,IZO,161.0
TAG Aviation (UK) Ltd.,BOS,161.0
Miami Air International,BGI,161.0
American Airlines Inc.,ACY,161.0
Miami Air International,PTY,161.0
Jet2.com,BFS,161.0
Avjet Corporation,TEB,161.0
"Porter Airlines, Inc.",YQG,160.0
Iberia Air Lines Of Spain,PDX,160.0
Miami Air International,HKY,160.0
Japan Air Lines Co. Ltd.,KOJ,160.0
Hawaiian Airlines Inc.,MSP,160.0
Allegiant Air,TTN,159.0
Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),TRC,159.0
Miami Air International,IAH,158.0
Cayman Airways Limited,MBJ,158.0
Ameristar Air Cargo,ICT,158.0
Southwest Airlines Co.,LAN,158.0
Japan Air Lines Co. Ltd.,MSJ,158.0
Delta Air Lines Inc.,LBB,158.0
Aeromexico,VER,158.0
"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",ATL,158.0
Miami Air International,YUL,157.0
Omni Air International LLC,OSN,157.0
United Air Lines Inc.,YYT,157.0
Japan Air Lines Co. Ltd.,KCZ,157.0
Alaska Airlines Inc.,CYS,156.0
Aerodynamics Inc. d/b/a SkyValue d/b/a SkyValue Airways,RDU,156.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",VCV,156.0
Southwest Airlines Co.,ACT,156.0
Japan Air Lines Co. Ltd.,AKJ,156.0
Miami Air International,RNO,155.0
Hawaiian Airlines Inc.,FLL,155.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",YEG,155.0
Lufthansa German Airlines,BGR,155.0
Sun Country Airlines d/b/a MN Airlines,FOE,155.0
United Air Lines Inc.,FOE,155.0
"Jet Aviation Flight Services, Inc.",BOS,154.0
Allegiant Air,DTW,154.0
Japan Air Lines Co. Ltd.,KKJ,154.0
American Airlines Inc.,PUB,154.0
Via Airlines d/b/a Charter Air Transport,MSY,153.0
Hawaiian Airlines Inc.,CVG,153.0
Alaska Airlines Inc.,RIC,152.0
Allegiant Air,MLU,152.0
Delta Air Lines Inc.,MID,152.0
"Southern Airways Express, dba Mokulele Airlines",EYW,152.0
Ameristar Air Cargo,CMH,152.0
Allegiant Air,AMA,152.0
American Airlines Inc.,BFI,151.0
National Air Cargo Group Inc d/ba National Airlines,TPA,151.0
Atlas Air Inc.,PIT,151.0
Compass Airlines,MAF,151.0
JetBlue Airways,GRB,151.0
"Jet Aviation Flight Services, Inc.",IAD,150.0
Omni Air International LLC,SVN,150.0
Hawaiian Airlines Inc.,MCI,150.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",POP,150.0
TEM Enterprises dba  Avelo Airlines,MSY,150.0
"Eastern Airlines f/k/a Dynamic Airways, LLC",TPA,150.0
Hawaiian Airlines Inc.,DTW,150.0
"ADVANCED AIR, LLC",LAS,150.0
TEM Enterprises dba  Avelo Airlines,DFW,149.0
JetBlue Airways,OKC,149.0
Lan-Chile Airlines,CUN,149.0
Japan Air Lines Co. Ltd.,TKS,148.0
Sun Country Airlines d/b/a MN Airlines,ALB,148.0
Japan Air Lines Co. Ltd.,MYJ,148.0
Japan Air Lines Co. Ltd.,OBO,148.0
Miami Air International,OMA,148.0
National Air Cargo Group Inc d/ba National Airlines,BWI,148.0
"Eastern Airlines f/k/a Dynamic Airways, LLC",CMH,148.0
Sun Country Airlines d/b/a MN Airlines,ORF,148.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",PTY,147.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",JAN,147.0
Jazz Aviation LP,DTW,147.0
"KaiserAir, Inc.",SMF,147.0
"KaiserAir, Inc.",MDW,146.0
Aerodynamics Inc. d/b/a SkyValue d/b/a SkyValue Airways,CLL,146.0
Aeromexico,ANC,146.0
Sun Country Airlines d/b/a MN Airlines,SHV,146.0
CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,IAD,145.0
Miami Air International,ELP,145.0
"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",SKB,145.0
Alaska Airlines Inc.,COS,144.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",LCK,144.0
PSA Airlines Inc.,MCO,144.0
Republic Airline,CYS,144.0
Japan Air Lines Co. Ltd.,OKJ,144.0
Air Canada,COS,143.0
Southwest Airlines Co.,BQN,143.0
Hawaiian Airlines Inc.,CLT,143.0
London Air Services Limited,PSP,143.0
Southwest Airlines Co.,MLB,143.0
Southwest Airlines Co.,LRM,142.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",HKY,142.0
JetBlue Airways,COS,142.0
TEM Enterprises dba  Avelo Airlines,BHM,142.0
Bering Air Inc.,BET,142.0
Miami Air International,LNK,142.0
PSA Airlines Inc.,ELH,142.0
Air Canada,YQR,142.0
United Air Lines Inc.,BJX,141.0
Spirit Air Lines,ORF,141.0
Omni Air International LLC,ACC,141.0
American Airlines Inc.,PAE,141.0
Delta Air Lines Inc.,MAN,141.0
TEM Enterprises dba  Avelo Airlines,OMA,141.0
Omni Air International LLC,PRG,141.0
Southwest Airlines Co.,GRB,141.0
American Airlines Inc.,MEC,141.0
Hawaiian Airlines Inc.,ORD,141.0
United Air Lines Inc.,ZAZ,140.0
"Jet Aviation Flight Services, Inc.",PHL,140.0
TEM Enterprises dba  Avelo Airlines,MCI,140.0
Ameristar Air Cargo,BDL,140.0
Sun Country Airlines d/b/a MN Airlines,SWF,140.0
Air Canada,GFK,140.0
Comlux Aruba NV,JFK,139.0
National Air Cargo Group Inc d/ba National Airlines,PVD,139.0
JetBlue Airways,ACA,139.0
Southwest Airlines Co.,MSN,139.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",BGR,139.0
"Maritime Helicopters, Inc.",ENA,139.0
Southwest Airlines Co.,KIN,139.0
United Air Lines Inc.,GTF,139.0
American Airlines Inc.,BTR,139.0
Air Canada,AGS,138.0
"Jet Aviation Flight Services, Inc.",TTN,138.0
Hawaiian Airlines Inc.,BWI,138.0
Miami Air International,SJU,138.0
"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",HOU,138.0
"Jet Aviation Flight Services, Inc.",SFO,138.0
CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,MEM,138.0
Avjet Corporation,OAK,137.0
Allegiant Air,ANB,137.0
TEM Enterprises dba  Avelo Airlines,YUL,136.0
Allegiant Air,CPR,136.0
Southwest Airlines Co.,FTW,136.0
Alaska Airlines Inc.,MWH,136.0
Dreamjet SAS Dba La Compagnie,RAK,136.0
Southwest Airlines Co.,MID,136.0
"Jet Aviation Flight Services, Inc.",OPF,136.0
Sun Country Airlines d/b/a MN Airlines,PIT,136.0
Sun Country Airlines d/b/a MN Airlines,LFT,136.0
Compass Airlines,TUL,136.0
JetBlue Airways,MID,135.0
"Rectrix Aviation, Inc.",LGA,135.0
Bahamasair Holding Limited,ATL,135.0
Miami Air International,CHS,135.0
"Eastern Airlines f/k/a Dynamic Airways, LLC",IND,135.0
Southwest Airlines Co.,PAE,135.0
Miami Air International,SWF,135.0
Allegiant Air,ANC,134.0
Allegiant Air,SEA,134.0
Air Canada rouge LP,ONT,134.0
Atlas Air Inc.,SEA,134.0
Air Canada rouge LP,VRA,134.0
Aerodynamics Inc. d/b/a SkyValue d/b/a SkyValue Airways,COU,134.0
Ameristar Air Cargo,MSP,134.0
SkyWest Airlines Inc.,TLH,134.0
"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",BRO,133.0
Envoy Air,SLC,133.0
Allegiant Air,CRP,133.0
Air Canada,YHM,133.0
VistaJet Limited,HPN,133.0
"Jet Aviation Flight Services, Inc.",NAS,132.0
Southwest Airlines Co.,ABI,132.0
Alaska Airlines Inc.,MIA,132.0
Southwest Airlines Co.,CZM,132.0
"KaiserAir, Inc.",OME,131.0
Spirit Air Lines,MSN,131.0
"Jet Aviation Flight Services, Inc.",SJC,131.0
Air Canada rouge LP,BTV,131.0
Mesa Airlines Inc.,PBI,131.0
Trans States Airlines,BWI,130.0
Aeromexico,TLC,130.0
Nolinor Aviation,SAT,130.0
Air Wisconsin Airlines Corp,DTW,130.0
Aeromexico,PHL,130.0
"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",TUL,130.0
Southwest Airlines Co.,SYR,130.0
Air Canada rouge LP,PBI,130.0
Jazz Aviation LP,YWG,130.0
Sky Regional Airlines Inc.,BUF,129.0
Southwest Airlines Co.,ORD,129.0
"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",CLL,129.0
TEM Enterprises dba  Avelo Airlines,MDW,129.0
Ameristar Air Cargo,BFI,129.0
United Air Lines Inc.,CHC,128.0
Japan Air Lines Co. Ltd.,AXT,128.0
Sun Country Airlines d/b/a MN Airlines,ISP,128.0
"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",LBB,128.0
American Airlines Inc.,JAN,128.0
Miami Air International,PSP,128.0
Nolinor Aviation,ROC,128.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CLL,127.0
JetBlue Airways,CLO,127.0
Spirit Air Lines,LBB,127.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CAE,127.0
Air Canada rouge LP,IAD,127.0
JetBlue Airways,DLH,127.0
Air Canada rouge LP,TUS,127.0
VistaJet Limited,MIA,127.0
Unknown,PWM,126.0
Sky Regional Airlines Inc.,COS,126.0
Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),SJD,126.0
"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",ORD,126.0
CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,RDU,126.0
"ADVANCED AIR, LLC",SJC,125.0
Miami Air International,MAO,124.0
Japan Air Lines Co. Ltd.,KMQ,124.0
Ameristar Air Cargo,IAD,124.0
Tropic Ocean Airways LLC,BIM,124.0
Aerolitoral,BHM,123.0
American Airlines Inc.,ROW,123.0
JetBlue Airways,BAQ,123.0
"KaiserAir, Inc.",OMA,123.0
Air Canada,PIE,123.0
TEM Enterprises dba  Avelo Airlines,AEX,123.0
Aerolitoral,ZCL,123.0
Allegiant Air,YNG,122.0
Miami Air International,ABQ,122.0
VRG Linhas Aereas S A,NAT,122.0
Sun Country Airlines d/b/a MN Airlines,CRP,122.0
National Air Cargo Group Inc d/ba National Airlines,SJU,122.0
United Air Lines Inc.,MLM,121.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",ILG,121.0
Miami Air International,AEX,121.0
Nolinor Aviation,YMX,121.0
VistaJet Limited,LTN,121.0
Air Canada,YYB,121.0
Envoy Air,MOB,121.0
Mesa Airlines Inc.,MYR,121.0
United Air Lines Inc.,NAN,121.0
Atlas Air Inc.,CAE,121.0
American Airlines Inc.,FOE,120.0
Allegiant Air,ORD,120.0
Miami Air International,BOI,120.0
Sun Country Airlines d/b/a MN Airlines,BTR,120.0
Sun Country Airlines d/b/a MN Airlines,MQT,120.0
JetBlue Airways,CIX,120.0
VistaJet Limited,LBG,120.0
Sun Country Airlines d/b/a MN Airlines,MAF,120.0
United Air Lines Inc.,ACY,119.0
Air Canada rouge LP,BUF,119.0
Delta Air Lines Inc.,BUR,118.0
Republic Airline,SHV,118.0
Sun Country Airlines d/b/a MN Airlines,OAK,118.0
Cayman Airways Limited,CHS,118.0
"KaiserAir, Inc.",HNL,117.0
Sun Country Airlines d/b/a MN Airlines,YQR,117.0
Republic Airline,YEG,117.0
Allegiant Air,NQX,117.0
Nolinor Aviation,MSY,117.0
Trans States Airlines,ORF,116.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CHA,116.0
"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",BDL,115.0
Nolinor Aviation,BNA,115.0
National Air Cargo Group Inc d/ba National Airlines,GNV,115.0
"Jet Aviation Flight Services, Inc.",YUL,115.0
Korean Air Lines Co. Ltd.,TAE,115.0
Cayman Airways Limited,SMF,115.0
"KaiserAir, Inc.",MIA,115.0
Cayman Airways Limited,DFW,115.0
Air Canada rouge LP,NAS,114.0
"Eastern Airlines f/k/a Dynamic Airways, LLC",CLT,114.0
Nolinor Aviation,YKF,114.0
TEM Enterprises dba  Avelo Airlines,PVR,114.0
Miami Air International,CMW,113.0
Spirit Air Lines,BTR,113.0
Scoot Tigerair Pte Ltd d/b/a Scoot,SIN,113.0
National Air Cargo Group Inc d/ba National Airlines,STL,113.0
"KaiserAir, Inc.",PBI,113.0
Miami Air International,MFE,113.0
Delta Air Lines Inc.,SPS,113.0
Allegiant Air,LBB,112.0
Sun Country Airlines d/b/a MN Airlines,DOV,112.0
"KaiserAir, Inc.",BUR,112.0
Delta Air Lines Inc.,BJX,112.0
"Jet Aviation Flight Services, Inc.",UGN,112.0
Allegiant Air,BPT,112.0
Peninsula Airways Inc.,UNK,111.0
Caribbean Airlines Limited,BGI,110.0
Ameristar Air Cargo,DAL,110.0
Via Airlines d/b/a Charter Air Transport,ICT,109.0
United Air Lines Inc.,HRL,109.0
Alaska Airlines Inc.,ORF,109.0
Endeavor Air Inc.,MDW,109.0
Mesa Airlines Inc.,BWI,109.0
Allegiant Air,ISP,109.0
Ameristar Air Cargo,RDU,109.0
Alaska Airlines Inc.,PWM,108.0
Air Canada,BFI,108.0
"ADVANCED AIR, LLC",BUR,108.0
Bahamasair Holding Limited,ANU,108.0
Sun Country Airlines d/b/a MN Airlines,CHS,107.0
Cayman Airways Limited,FAT,107.0
Trans States Airlines,PHL,107.0
Korean Air Lines Co. Ltd.,EIL,107.0
Sky Regional Airlines Inc.,IAD,107.0
Envoy Air,DAL,107.0
Allegiant Air,CDC,107.0
"KaiserAir, Inc.",PDX,107.0
Air Wisconsin Airlines Corp,PIT,107.0
TEM Enterprises dba  Avelo Airlines,MSP,107.0
Virgin Atlantic Airways,CLT,106.0
Gainjet Aviation SA,EWR,105.0
Delta Air Lines Inc.,EFD,105.0
"KaiserAir, Inc.",DTW,104.0
Miami Air International,ITO,104.0
TEM Enterprises dba  Avelo Airlines,BNA,104.0
United Air Lines Inc.,GYE,103.0
"Jet Aviation Flight Services, Inc.",IND,103.0
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",CHS,103.0
Allegiant Air,LAN,102.0
Allegiant Air,JFK,102.0
Bradley Air Services Ltd.,BRW,102.0
TEM Enterprises dba  Avelo Airlines,LBB,102.0
Atlas Air Inc.,JFK,102.0
Bradley Air Services Ltd.,YZF,102.0
Avjet Corporation,SAN,102.0
Aeromexico,PBC,102.0
VistaJet Limited,IAD,101.0
"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",TLH,101.0
Allegiant Air,HLN,101.0
"KaiserAir, Inc.",DAL,100.0
Allegiant Air,ABI,100.0
Ameristar Air Cargo,STL,100.0
Air Canada,LGB,100.0
Air Canada,BED,100.0
TEM Enterprises dba  Avelo Airlines,SFO,100.0
TEM Enterprises dba  Avelo Airlines,LAN,100.0
United Air Lines Inc.,MTY,99.0
"Eastern Airlines f/k/a Dynamic Airways, LLC",PIE,99.0
TEM Enterprises dba  Avelo Airlines,LNK,99.0
Sun Country Airlines d/b/a MN Airlines,SPS,99.0
"Aeroenlaces Nacionales, S.A. de C.V. d/b/a VivaAerobus",SJD,98.0
